CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Loss_Diversity,Status,Config_alpha_constraint,Config_beta_smooth,Config_gamma_corr,Config_delta_reg,Config_epsilon_diversity,Config_steps,Config_lr,Config_temperature,Config_rank_tau,Config_reg_type,Config_normal_sigma_factor,Config_longtail_alpha,Config_longtail_shift,Config_constraint_margin,Config_diversity_sigma
Rashad Jennings,24,3,Percent,28.0,8.9%,1.2%-14.2%,8.52735710144043,5.0,0.385401078081486,0.0,2.4010778361116536e-06,0.0050452351570129,0.1064266264438629,0.2688743770122528,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Erika Jayne,24,3,Percent,26.0,8.3%,0.8%-11.3%,5.916080951690674,7.0,0.385401078081486,0.0,2.4010778361116536e-06,0.0050452351570129,0.1064266264438629,0.2688743770122528,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Normani,24,3,Percent,34.0,10.8%,10.0%-24.7%,16.16779327392578,1.0,0.385401078081486,0.0,2.4010778361116536e-06,0.0050452351570129,0.1064266264438629,0.2688743770122528,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nick Viall,24,3,Percent,26.0,8.3%,0.9%-11.4%,6.595520496368408,6.0,0.385401078081486,0.0,2.4010778361116536e-06,0.0050452351570129,0.1064266264438629,0.2688743770122528,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Mr. T,24,4,Percent,28.0,8.6%,0.2%-6.8%,2.3569324016571045,10.0,0.3346753865480423,0.0,0.0,0.0030668377876281,0.1069613844156265,0.2215803265571594,Eliminated (Place 10),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Heather Morris,24,4,Percent,35.0,10.7%,8.5%-21.1%,13.972856521606444,3.0,0.3346753865480423,0.0,0.0,0.0030668377876281,0.1069613844156265,0.2215803265571594,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nancy Kerrigan,24,4,Percent,33.0,10.1%,3.6%-17.1%,11.273734092712402,4.0,0.3346753865480423,0.0,0.0,0.0030668377876281,0.1069613844156265,0.2215803265571594,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Bonner Bolton,24,4,Percent,32.0,9.8%,1.4%-15.3%,9.606924057006836,5.0,0.3346753865480423,0.0,0.0,0.0030668377876281,0.1069613844156265,0.2215803265571594,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Simone Biles,24,4,Percent,36.0,11.0%,10.6%-23.2%,15.98360538482666,2.0,0.3346753865480423,0.0,0.0,0.0030668377876281,0.1069613844156265,0.2215803265571594,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
David Ross,24,4,Percent,31.0,9.5%,0.9%-13.1%,7.1748046875,7.0,0.3346753865480423,0.0,0.0,0.0030668377876281,0.1069613844156265,0.2215803265571594,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Rashad Jennings,24,4,Percent,39.0,12.0%,15.7%-31.0%,20.53107261657715,1.0,0.3346753865480423,0.0,0.0,0.0030668377876281,0.1069613844156265,0.2215803265571594,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Erika Jayne,24,4,Percent,30.0,9.2%,0.6%-11.8%,4.748281955718994,9.0,0.3346753865480423,0.0,0.0,0.0030668377876281,0.1069613844156265,0.2215803265571594,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Normani,24,4,Percent,32.0,9.8%,1.2%-15.6%,8.74431324005127,6.0,0.3346753865480423,0.0,0.0,0.0030668377876281,0.1069613844156265,0.2215803265571594,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nick Viall,24,4,Percent,30.0,9.2%,0.7%-11.1%,5.607481956481934,8.0,0.3346753865480423,0.0,0.0,0.0030668377876281,0.1069613844156265,0.2215803265571594,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Heather Morris,24,5,Percent,34.0,11.2%,5.1%-18.1%,12.085095405578612,4.0,0.3355008894141065,0.0002104167506331,3.689180084620602e-05,0.0083346366882324,0.0888970494270324,0.2045369893312454,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nancy Kerrigan,24,5,Percent,36.0,11.8%,9.4%-21.8%,14.869800567626951,3.0,0.3355008894141065,0.0002104167506331,3.689180084620602e-05,0.0083346366882324,0.0888970494270324,0.2045369893312454,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Bonner Bolton,24,5,Percent,30.0,9.9%,0.6%-10.2%,5.248841762542725,8.0,0.3355008894141065,0.0002104167506331,3.689180084620602e-05,0.0083346366882324,0.0888970494270324,0.2045369893312454,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Simone Biles,24,5,Percent,38.0,12.5%,13.0%-27.8%,17.906002044677734,2.0,0.3355008894141065,0.0002104167506331,3.689180084620602e-05,0.0083346366882324,0.0888970494270324,0.2045369893312454,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
David Ross,24,5,Percent,29.0,9.5%,0.4%-8.6%,3.7863709926605225,9.0,0.3355008894141065,0.0002104167506331,3.689180084620602e-05,0.0083346366882324,0.0888970494270324,0.2045369893312454,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Rashad Jennings,24,5,Percent,32.0,10.5%,1.2%-13.3%,8.443377494812012,6.0,0.3355008894141065,0.0002104167506331,3.689180084620602e-05,0.0083346366882324,0.0888970494270324,0.2045369893312454,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Erika Jayne,24,5,Percent,32.0,10.5%,0.8%-9.7%,6.454654693603516,7.0,0.3355008894141065,0.0002104167506331,3.689180084620602e-05,0.0083346366882324,0.0888970494270324,0.2045369893312454,Eliminated (Place 9),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Normani,24,5,Percent,39.0,12.8%,15.2%-30.6%,20.192081451416016,1.0,0.3355008894141065,0.0002104167506331,3.689180084620602e-05,0.0083346366882324,0.0888970494270324,0.2045369893312454,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nick Viall,24,5,Percent,34.0,11.2%,5.1%-17.3%,11.013781547546388,5.0,0.3355008894141065,0.0002104167506331,3.689180084620602e-05,0.0083346366882324,0.0888970494270324,0.2045369893312454,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Heather Morris,24,6,Percent,37.0,13.8%,11.2%-16.7%,14.361794471740724,2.0,0.7869795374572277,0.0018586752703413,0.0,0.0180327892303466,0.0069305365905165,0.5209423899650574,Eliminated (Place 8),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nancy Kerrigan,24,6,Percent,33.5,12.5%,8.4%-16.5%,12.421875,5.0,0.7869795374572277,0.0018586752703413,0.0,0.0180327892303466,0.0069305365905165,0.5209423899650574,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Bonner Bolton,24,6,Percent,31.5,11.7%,5.6%-13.8%,10.998759269714355,6.0,0.7869795374572277,0.0018586752703413,0.0,0.0180327892303466,0.0069305365905165,0.5209423899650574,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Simone Biles,24,6,Percent,34.5,12.8%,10.2%-19.0%,13.238972663879396,4.0,0.7869795374572277,0.0018586752703413,0.0,0.0180327892303466,0.0069305365905165,0.5209423899650574,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
David Ross,24,6,Percent,31.0,11.5%,4.9%-13.1%,10.469311714172363,7.0,0.7869795374572277,0.0018586752703413,0.0,0.0180327892303466,0.0069305365905165,0.5209423899650574,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Rashad Jennings,24,6,Percent,35.0,13.0%,10.4%-19.6%,13.759310722351074,3.0,0.7869795374572277,0.0018586752703413,0.0,0.0180327892303466,0.0069305365905165,0.5209423899650574,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Normani,24,6,Percent,36.0,13.4%,12.0%-22.6%,14.816276550292969,1.0,0.7869795374572277,0.0018586752703413,0.0,0.0180327892303466,0.0069305365905165,0.5209423899650574,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nick Viall,24,6,Percent,30.5,11.3%,4.3%-12.0%,9.93369960784912,8.0,0.7869795374572277,0.0018586752703413,0.0,0.0180327892303466,0.0069305365905165,0.5209423899650574,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nancy Kerrigan,24,7,Percent,36.0,14.2%,3.9%-16.1%,12.667378425598145,4.0,0.3910319013521075,0.0008538212860003,0.0,0.0136101245880126,0.0423357859253883,0.2190173119306564,Eliminated (Place 7),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Bonner Bolton,24,7,Percent,31.0,12.3%,2.5%-12.6%,8.016414642333984,7.0,0.3910319013521075,0.0008538212860003,0.0,0.0136101245880126,0.0423357859253883,0.2190173119306564,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Simone Biles,24,7,Percent,39.0,15.4%,13.9%-27.3%,17.46630859375,3.0,0.3910319013521075,0.0008538212860003,0.0,0.0136101245880126,0.0423357859253883,0.2190173119306564,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
David Ross,24,7,Percent,32.0,12.6%,3.2%-14.0%,9.521408081054688,6.0,0.3910319013521075,0.0008538212860003,0.0,0.0136101245880126,0.0423357859253883,0.2190173119306564,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Rashad Jennings,24,7,Percent,39.0,15.4%,13.9%-27.7%,18.865467071533203,2.0,0.3910319013521075,0.0008538212860003,0.0,0.0136101245880126,0.0423357859253883,0.2190173119306564,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Normani,24,7,Percent,42.0,16.6%,18.5%-36.0%,22.740177154541016,1.0,0.3910319013521075,0.0008538212860003,0.0,0.0136101245880126,0.0423357859253883,0.2190173119306564,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nick Viall,24,7,Percent,34.0,13.4%,1.5%-14.2%,10.722854614257812,5.0,0.3910319013521075,0.0008538212860003,0.0,0.0136101245880126,0.0423357859253883,0.2190173119306564,Eliminated (Place 6),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Bonner Bolton,24,8,Percent,29.0,16.6%,1.3%-10.8%,7.400581359863281,5.0,0.1355338767170906,0.0,0.0,0.002996027469635,0.0611979067325592,0.0683439150452613,Eliminated (Place 5),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Simone Biles,24,8,Percent,36.0,20.6%,18.5%-23.4%,21.313194274902344,3.0,0.1355338767170906,0.0,0.0,0.002996027469635,0.0611979067325592,0.0683439150452613,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
David Ross,24,8,Percent,32.5,18.6%,9.8%-17.3%,14.582189559936523,4.0,0.1355338767170906,0.0,0.0,0.002996027469635,0.0611979067325592,0.0683439150452613,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Rashad Jennings,24,8,Percent,37.5,21.5%,23.4%-29.7%,25.767078399658203,2.0,0.1355338767170906,0.0,0.0,0.002996027469635,0.0611979067325592,0.0683439150452613,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Normani,24,8,Percent,39.5,22.6%,29.5%-37.4%,30.93695640563965,1.0,0.1355338767170906,0.0,0.0,0.002996027469635,0.0611979067325592,0.0683439150452613,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Simone Biles,24,9,Percent,40.0,26.4%,25.8%-29.0%,26.705026626586918,1.0,0.8003194639459252,0.0022703998256474,0.0,0.0028888583183288,0.0010579777881503,0.5210357904434204,Eliminated (Place 4),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
David Ross,24,9,Percent,35.0,23.1%,18.5%-23.7%,22.59017562866211,4.0,0.8003194639459252,0.0022703998256474,0.0,0.0028888583183288,0.0010579777881503,0.5210357904434204,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Rashad Jennings,24,9,Percent,38.5,25.4%,24.2%-29.8%,25.711545944213867,2.0,0.8003194639459252,0.0022703998256474,0.0,0.0028888583183288,0.0010579777881503,0.5210357904434204,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Normani,24,9,Percent,38.0,25.1%,23.6%-28.1%,24.99325180053711,3.0,0.8003194639459252,0.0022703998256474,0.0,0.0028888583183288,0.0010579777881503,0.5210357904434204,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
David Ross,24,10,Percent,36.3333,31.5%,8.6%-24.0%,17.717914581298828,3.0,0.0944000929594039,0.0,0.0,0.0123919248580932,0.0353200584650039,0.0342961847782135,Eliminated (Place 2),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Rashad Jennings,24,10,Percent,39.6666,34.4%,41.8%-49.9%,44.57284164428711,1.0,0.0944000929594039,0.0,0.0,0.0123919248580932,0.0353200584650039,0.0342961847782135,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Normani,24,10,Percent,39.333200000000005,34.1%,36.0%-40.0%,37.70924377441406,2.0,0.0944000929594039,0.0,0.0,0.0123919248580932,0.0353200584650039,0.0342961847782135,Eliminated (Place 3),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jake T. Austin,23,1,Percent,22.0,6.7%,0.4%-9.3%,3.245812177658081,10.0,0.4346583783626556,0.0,0.0,0.0044153928756713,0.1136099696159362,0.3122176229953766,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Maureen McCormick,23,1,Percent,22.0,6.7%,0.4%-9.3%,3.245812177658081,10.0,0.4346583783626556,0.0,0.0,0.0044153928756713,0.1136099696159362,0.3122176229953766,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Marilu Henner,23,1,Percent,27.0,8.2%,2.8%-17.5%,10.01144790649414,4.0,0.4346583783626556,0.0,0.0,0.0044153928756713,0.1136099696159362,0.3122176229953766,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Ryan Lochte,23,1,Percent,24.0,7.3%,0.7%-12.6%,5.264573097229004,9.0,0.4346583783626556,0.0,0.0,0.0044153928756713,0.1136099696159362,0.3122176229953766,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Calvin Johnson Jr.,23,1,Percent,26.0,7.9%,1.3%-15.4%,8.836739540100098,5.0,0.4346583783626556,0.0,0.0,0.0044153928756713,0.1136099696159362,0.3122176229953766,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Laurie Hernandez,23,1,Percent,31.0,9.4%,9.7%-24.9%,15.0097074508667,1.0,0.4346583783626556,0.0,0.0,0.0044153928756713,0.1136099696159362,0.3122176229953766,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Amber Rose,23,1,Percent,24.0,7.3%,0.8%-12.8%,5.71261739730835,8.0,0.4346583783626556,0.0,0.0,0.0044153928756713,0.1136099696159362,0.3122176229953766,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Rick Perry,23,1,Percent,20.0,6.1%,0.1%-6.2%,1.3077634572982788,11.0,0.4346583783626556,0.0,0.0,0.0044153928756713,0.1136099696159362,0.3122176229953766,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
James Hinchcliffe,23,1,Percent,31.0,9.4%,9.7%-24.9%,14.406244277954102,2.0,0.4346583783626556,0.0,0.0,0.0044153928756713,0.1136099696159362,0.3122176229953766,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Babyface,23,1,Percent,26.0,7.9%,1.2%-15.1%,8.377140998840332,6.0,0.4346583783626556,0.0,0.0,0.0044153928756713,0.1136099696159362,0.3122176229953766,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Vanilla Ice,23,1,Percent,25.0,7.6%,1.0%-14.4%,7.037823677062988,7.0,0.4346583783626556,0.0,0.0,0.0044153928756713,0.1136099696159362,0.3122176229953766,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jana Kramer,23,1,Percent,27.0,8.2%,2.8%-17.6%,10.506491661071776,3.0,0.4346583783626556,0.0,0.0,0.0044153928756713,0.1136099696159362,0.3122176229953766,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Terra Jole,23,1,Percent,25.0,7.6%,1.0%-14.4%,7.037823677062988,7.0,0.4346583783626556,0.0,0.0,0.0044153928756713,0.1136099696159362,0.3122176229953766,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jake T. Austin,23,2,Percent,24.0,6.8%,0.3%-7.1%,2.902135372161865,12.0,0.4236710507248062,3.1470870453631505e-05,0.0,0.0035274624824523,0.1148368120193481,0.2980028092861175,Eliminated (Place 13),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Maureen McCormick,23,2,Percent,26.0,7.4%,0.8%-12.0%,5.868447780609131,9.0,0.4236710507248062,3.1470870453631505e-05,0.0,0.0035274624824523,0.1148368120193481,0.2980028092861175,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Marilu Henner,23,2,Percent,27.0,7.7%,1.1%-13.5%,7.5105881690979,7.0,0.4236710507248062,3.1470870453631505e-05,0.0,0.0035274624824523,0.1148368120193481,0.2980028092861175,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Ryan Lochte,23,2,Percent,24.0,6.8%,0.5%-8.9%,3.989637613296509,10.0,0.4236710507248062,3.1470870453631505e-05,0.0,0.0035274624824523,0.1148368120193481,0.2980028092861175,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Calvin Johnson Jr.,23,2,Percent,28.0,8.0%,1.9%-15.3%,8.716431617736816,6.0,0.4236710507248062,3.1470870453631505e-05,0.0,0.0035274624824523,0.1148368120193481,0.2980028092861175,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Laurie Hernandez,23,2,Percent,32.0,9.1%,8.9%-23.2%,14.503926277160645,1.0,0.4236710507248062,3.1470870453631505e-05,0.0,0.0035274624824523,0.1148368120193481,0.2980028092861175,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Amber Rose,23,2,Percent,24.0,6.8%,0.4%-9.4%,3.54489541053772,11.0,0.4236710507248062,3.1470870453631505e-05,0.0,0.0035274624824523,0.1148368120193481,0.2980028092861175,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Rick Perry,23,2,Percent,22.0,6.2%,0.1%-6.3%,1.5269941091537476,13.0,0.4236710507248062,3.1470870453631505e-05,0.0,0.0035274624824523,0.1148368120193481,0.2980028092861175,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
James Hinchcliffe,23,2,Percent,29.0,8.2%,3.6%-17.9%,9.939051628112791,5.0,0.4236710507248062,3.1470870453631505e-05,0.0,0.0035274624824523,0.1148368120193481,0.2980028092861175,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Babyface,23,2,Percent,30.0,8.5%,5.3%-20.0%,11.699104309082031,3.0,0.4236710507248062,3.1470870453631505e-05,0.0,0.0035274624824523,0.1148368120193481,0.2980028092861175,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Vanilla Ice,23,2,Percent,26.0,7.4%,0.9%-12.1%,6.325850486755371,8.0,0.4236710507248062,3.1470870453631505e-05,0.0,0.0035274624824523,0.1148368120193481,0.2980028092861175,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jana Kramer,23,2,Percent,29.0,8.2%,3.7%-17.3%,10.421889305114746,4.0,0.4236710507248062,3.1470870453631505e-05,0.0,0.0035274624824523,0.1148368120193481,0.2980028092861175,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Terra Jole,23,2,Percent,31.0,8.8%,7.3%-21.0%,13.051044464111328,2.0,0.4236710507248062,3.1470870453631505e-05,0.0,0.0035274624824523,0.1148368120193481,0.2980028092861175,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Maureen McCormick,23,3,Percent,28.0,8.6%,2.8%-16.8%,9.464054107666016,5.0,0.3935805911623902,0.0,2.616514848341467e-06,0.0022575259208679,0.1129712164402008,0.2760838568210602,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Marilu Henner,23,3,Percent,28.0,8.6%,2.8%-16.8%,9.464054107666016,5.0,0.3935805911623902,0.0,2.616514848341467e-06,0.0022575259208679,0.1129712164402008,0.2760838568210602,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Ryan Lochte,23,3,Percent,25.0,7.7%,0.7%-11.6%,5.176135540008545,8.0,0.3935805911623902,0.0,2.616514848341467e-06,0.0022575259208679,0.1129712164402008,0.2760838568210602,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Calvin Johnson Jr.,23,3,Percent,32.0,9.8%,10.3%-24.9%,15.845203399658203,1.0,0.3935805911623902,0.0,2.616514848341467e-06,0.0022575259208679,0.1129712164402008,0.2760838568210602,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Laurie Hernandez,23,3,Percent,31.0,9.5%,8.2%-22.3%,14.177831649780272,2.0,0.3935805911623902,0.0,2.616514848341467e-06,0.0022575259208679,0.1129712164402008,0.2760838568210602,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Amber Rose,23,3,Percent,25.0,7.7%,0.6%-10.7%,4.631716728210449,9.0,0.3935805911623902,0.0,2.616514848341467e-06,0.0022575259208679,0.1129712164402008,0.2760838568210602,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Rick Perry,23,3,Percent,23.0,7.1%,0.2%-7.1%,2.0809688568115234,11.0,0.3935805911623902,0.0,2.616514848341467e-06,0.0022575259208679,0.1129712164402008,0.2760838568210602,Eliminated (Place 12),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
James Hinchcliffe,23,3,Percent,29.0,8.9%,4.6%-18.1%,11.162028312683104,4.0,0.3935805911623902,0.0,2.616514848341467e-06,0.0022575259208679,0.1129712164402008,0.2760838568210602,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Babyface,23,3,Percent,25.0,7.7%,0.7%-11.7%,5.722281455993652,7.0,0.3935805911623902,0.0,2.616514848341467e-06,0.0022575259208679,0.1129712164402008,0.2760838568210602,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Vanilla Ice,23,3,Percent,23.0,7.1%,0.3%-7.7%,2.617229461669922,10.0,0.3935805911623902,0.0,2.616514848341467e-06,0.0022575259208679,0.1129712164402008,0.2760838568210602,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jana Kramer,23,3,Percent,26.0,8.0%,1.0%-12.3%,7.028461456298828,6.0,0.3935805911623902,0.0,2.616514848341467e-06,0.0022575259208679,0.1129712164402008,0.2760838568210602,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Terra Jole,23,3,Percent,30.0,9.2%,6.7%-20.5%,12.630033493041992,3.0,0.3935805911623902,0.0,2.616514848341467e-06,0.0022575259208679,0.1129712164402008,0.2760838568210602,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
