CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Loss_Diversity,Status,Config_alpha_constraint,Config_beta_smooth,Config_gamma_corr,Config_delta_reg,Config_epsilon_diversity,Config_steps,Config_lr,Config_temperature,Config_rank_tau,Config_reg_type,Config_normal_sigma_factor,Config_longtail_alpha,Config_longtail_shift,Config_constraint_margin,Config_diversity_sigma
Maureen McCormick,23,4,Percent,24.0,9.2%,1.9%-16.1%,10.308900833129885,4.0,0.4027368386741727,5.7872435718309134e-05,1.8117294530384243e-05,0.0096873044967651,0.1031302213668823,0.2732148468494415,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Marilu Henner,23,4,Percent,21.0,8.0%,0.6%-11.0%,4.604142189025879,10.0,0.4027368386741727,5.7872435718309134e-05,1.8117294530384243e-05,0.0096873044967651,0.1031302213668823,0.2732148468494415,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Ryan Lochte,23,4,Percent,22.0,8.4%,0.8%-12.5%,5.8593621253967285,9.0,0.4027368386741727,5.7872435718309134e-05,1.8117294530384243e-05,0.0096873044967651,0.1031302213668823,0.2732148468494415,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Calvin Johnson Jr.,23,4,Percent,23.0,8.8%,1.2%-14.6%,8.326135635375977,6.0,0.4027368386741727,5.7872435718309134e-05,1.8117294530384243e-05,0.0096873044967651,0.1031302213668823,0.2732148468494415,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Laurie Hernandez,23,4,Percent,30.0,11.5%,13.5%-30.4%,18.25100898742676,1.0,0.4027368386741727,5.7872435718309134e-05,1.8117294530384243e-05,0.0096873044967651,0.1031302213668823,0.2732148468494415,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Amber Rose,23,4,Percent,24.0,9.2%,1.9%-16.0%,9.65141773223877,5.0,0.4027368386741727,5.7872435718309134e-05,1.8117294530384243e-05,0.0096873044967651,0.1031302213668823,0.2732148468494415,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
James Hinchcliffe,23,4,Percent,28.0,10.7%,10.5%-24.5%,15.282599449157717,2.0,0.4027368386741727,5.7872435718309134e-05,1.8117294530384243e-05,0.0096873044967651,0.1031302213668823,0.2732148468494415,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Babyface,23,4,Percent,18.0,6.9%,0.1%-5.8%,1.4552431106567385,11.0,0.4027368386741727,5.7872435718309134e-05,1.8117294530384243e-05,0.0096873044967651,0.1031302213668823,0.2732148468494415,Eliminated (Place 11),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Vanilla Ice,23,4,Percent,23.0,8.8%,0.9%-12.1%,6.787171840667725,8.0,0.4027368386741727,5.7872435718309134e-05,1.8117294530384243e-05,0.0096873044967651,0.1031302213668823,0.2732148468494415,Eliminated (Place 10),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jana Kramer,23,4,Percent,23.0,8.8%,1.1%-14.1%,7.704092502593994,7.0,0.4027368386741727,5.7872435718309134e-05,1.8117294530384243e-05,0.0096873044967651,0.1031302213668823,0.2732148468494415,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Terra Jole,23,4,Percent,25.0,9.6%,4.1%-17.8%,11.769926071166992,3.0,0.4027368386741727,5.7872435718309134e-05,1.8117294530384243e-05,0.0096873044967651,0.1031302213668823,0.2732148468494415,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Maureen McCormick,23,5,Percent,24.0,10.4%,0.7%-13.3%,6.008028030395508,6.0,0.3731952607631683,0.0,0.0,0.0020902752876281,0.0843109488487243,0.2847037613391876,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Marilu Henner,23,5,Percent,27.0,11.7%,9.3%-25.2%,16.487417221069336,2.0,0.3731952607631683,0.0,0.0,0.0020902752876281,0.0843109488487243,0.2847037613391876,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Ryan Lochte,23,5,Percent,24.0,10.4%,0.7%-13.3%,6.008028030395508,6.0,0.3731952607631683,0.0,0.0,0.0020902752876281,0.0843109488487243,0.2847037613391876,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Calvin Johnson Jr.,23,5,Percent,24.0,10.4%,0.7%-13.3%,6.008028030395508,6.0,0.3731952607631683,0.0,0.0,0.0020902752876281,0.0843109488487243,0.2847037613391876,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Laurie Hernandez,23,5,Percent,25.0,10.9%,1.4%-15.3%,9.81480884552002,5.0,0.3731952607631683,0.0,0.0,0.0020902752876281,0.0843109488487243,0.2847037613391876,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Amber Rose,23,5,Percent,24.0,10.4%,0.7%-13.3%,6.008028030395508,6.0,0.3731952607631683,0.0,0.0,0.0020902752876281,0.0843109488487243,0.2847037613391876,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
James Hinchcliffe,23,5,Percent,29.0,12.6%,15.8%-34.1%,21.92470359802246,1.0,0.3731952607631683,0.0,0.0,0.0020902752876281,0.0843109488487243,0.2847037613391876,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jana Kramer,23,5,Percent,26.0,11.3%,6.2%-19.6%,12.47914981842041,4.0,0.3731952607631683,0.0,0.0,0.0020902752876281,0.0843109488487243,0.2847037613391876,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Terra Jole,23,5,Percent,27.0,11.7%,9.7%-25.1%,15.261812210083008,3.0,0.3731952607631683,0.0,0.0,0.0020902752876281,0.0843109488487243,0.2847037613391876,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Maureen McCormick,23,6,Percent,31.0,10.2%,1.1%-12.5%,7.997852325439453,5.0,0.3150190818123519,0.0,1.8021906726062294e-05,0.0042134523391723,0.0965326577425003,0.2099874317646026,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Marilu Henner,23,6,Percent,34.0,11.1%,5.1%-16.3%,11.059208869934082,4.0,0.3150190818123519,0.0,1.8021906726062294e-05,0.0042134523391723,0.0965326577425003,0.2099874317646026,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Ryan Lochte,23,6,Percent,30.0,9.8%,0.6%-11.1%,5.314155578613281,7.0,0.3150190818123519,0.0,1.8021906726062294e-05,0.0042134523391723,0.0965326577425003,0.2099874317646026,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Calvin Johnson Jr.,23,6,Percent,37.0,12.1%,9.4%-22.4%,14.710989952087402,3.0,0.3150190818123519,0.0,1.8021906726062294e-05,0.0042134523391723,0.0965326577425003,0.2099874317646026,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Laurie Hernandez,23,6,Percent,37.0,12.1%,9.4%-22.4%,14.710989952087402,3.0,0.3150190818123519,0.0,1.8021906726062294e-05,0.0042134523391723,0.0965326577425003,0.2099874317646026,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Amber Rose,23,6,Percent,28.0,9.2%,0.3%-8.2%,3.036703824996948,8.0,0.3150190818123519,0.0,1.8021906726062294e-05,0.0042134523391723,0.0965326577425003,0.2099874317646026,Eliminated (Place 9),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
James Hinchcliffe,23,6,Percent,38.0,12.5%,10.6%-24.8%,17.03839683532715,2.0,0.3150190818123519,0.0,1.8021906726062294e-05,0.0042134523391723,0.0965326577425003,0.2099874317646026,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jana Kramer,23,6,Percent,40.0,13.1%,14.0%-27.7%,19.774362564086918,1.0,0.3150190818123519,0.0,1.8021906726062294e-05,0.0042134523391723,0.0965326577425003,0.2099874317646026,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Terra Jole,23,6,Percent,30.0,9.8%,0.8%-11.0%,6.357339859008789,6.0,0.3150190818123519,0.0,1.8021906726062294e-05,0.0042134523391723,0.0965326577425003,0.2099874317646026,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Maureen McCormick,23,7,Percent,33.0,12.0%,0.8%-9.8%,6.254036903381348,6.0,0.312581460311776,7.353891851380467e-05,1.744782639434561e-05,0.0108161568641662,0.0833728089928627,0.1986818760633468,Eliminated (Place 8),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Marilu Henner,23,7,Percent,32.0,11.6%,0.5%-9.2%,4.348153591156006,7.0,0.312581460311776,7.353891851380467e-05,1.744782639434561e-05,0.0108161568641662,0.0833728089928627,0.1986818760633468,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Ryan Lochte,23,7,Percent,33.0,12.0%,1.0%-13.0%,8.046993255615234,5.0,0.312581460311776,7.353891851380467e-05,1.744782639434561e-05,0.0108161568641662,0.0833728089928627,0.1986818760633468,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Calvin Johnson Jr.,23,7,Percent,37.0,13.4%,16.8%-31.1%,22.14217185974121,1.0,0.312581460311776,7.353891851380467e-05,1.744782639434561e-05,0.0108161568641662,0.0833728089928627,0.1986818760633468,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Laurie Hernandez,23,7,Percent,34.5,12.5%,5.7%-18.7%,14.234663963317873,3.0,0.312581460311776,7.353891851380467e-05,1.744782639434561e-05,0.0108161568641662,0.0833728089928627,0.1986818760633468,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
James Hinchcliffe,23,7,Percent,37.0,13.4%,16.8%-32.5%,20.454423904418945,2.0,0.312581460311776,7.353891851380467e-05,1.744782639434561e-05,0.0108161568641662,0.0833728089928627,0.1986818760633468,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jana Kramer,23,7,Percent,34.5,12.5%,5.7%-18.7%,12.259779930114746,4.0,0.312581460311776,7.353891851380467e-05,1.744782639434561e-05,0.0108161568641662,0.0833728089928627,0.1986818760633468,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Terra Jole,23,7,Percent,34.5,12.5%,5.8%-18.7%,12.259779930114746,4.0,0.312581460311776,7.353891851380467e-05,1.744782639434561e-05,0.0108161568641662,0.0833728089928627,0.1986818760633468,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Marilu Henner,23,8,Percent,23.0,11.4%,1.0%-11.1%,6.441317558288574,7.0,0.2994541462976485,0.0003562647325452,0.0,0.0079140663146972,0.065926507115364,0.1749477386474609,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Ryan Lochte,23,8,Percent,26.0,12.9%,1.2%-11.0%,9.118692398071287,5.0,0.2994541462976485,0.0003562647325452,0.0,0.0079140663146972,0.065926507115364,0.1749477386474609,Eliminated (Place 7),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Calvin Johnson Jr.,23,8,Percent,30.0,14.9%,10.5%-22.5%,14.996908187866213,4.0,0.2994541462976485,0.0003562647325452,0.0,0.0079140663146972,0.065926507115364,0.1749477386474609,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Laurie Hernandez,23,8,Percent,33.0,16.4%,16.1%-29.8%,20.561975479125977,2.0,0.2994541462976485,0.0003562647325452,0.0,0.0079140663146972,0.065926507115364,0.1749477386474609,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
James Hinchcliffe,23,8,Percent,34.9998,17.4%,18.9%-34.2%,24.057159423828125,1.0,0.2994541462976485,0.0003562647325452,0.0,0.0079140663146972,0.065926507115364,0.1749477386474609,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jana Kramer,23,8,Percent,30.0,14.9%,10.4%-22.1%,16.70716094970703,3.0,0.2994541462976485,0.0003562647325452,0.0,0.0079140663146972,0.065926507115364,0.1749477386474609,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Terra Jole,23,8,Percent,24.0,11.9%,1.6%-12.2%,8.116795539855957,6.0,0.2994541462976485,0.0003562647325452,0.0,0.0079140663146972,0.065926507115364,0.1749477386474609,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Marilu Henner,23,9,Percent,36.0,15.9%,0.8%-11.6%,6.753583908081055,6.0,0.206249559065327,0.0,0.000132760440465,0.0104514360427856,0.0736954808235168,0.1111201643943786,Eliminated (Place 6),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Calvin Johnson Jr.,23,9,Percent,37.0,16.3%,8.7%-17.2%,13.295052528381348,4.0,0.206249559065327,0.0,0.000132760440465,0.0104514360427856,0.0736954808235168,0.1111201643943786,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Laurie Hernandez,23,9,Percent,40.0,17.6%,21.6%-35.2%,27.860963821411133,1.0,0.206249559065327,0.0,0.000132760440465,0.0104514360427856,0.0736954808235168,0.1111201643943786,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
James Hinchcliffe,23,9,Percent,36.0,15.9%,1.8%-13.5%,9.206235885620115,5.0,0.206249559065327,0.0,0.000132760440465,0.0104514360427856,0.0736954808235168,0.1111201643943786,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jana Kramer,23,9,Percent,40.0,17.6%,22.6%-36.0%,25.0476188659668,2.0,0.206249559065327,0.0,0.000132760440465,0.0104514360427856,0.0736954808235168,0.1111201643943786,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Terra Jole,23,9,Percent,38.0,16.7%,14.2%-21.4%,17.8365478515625,3.0,0.206249559065327,0.0,0.000132760440465,0.0104514360427856,0.0736954808235168,0.1111201643943786,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Calvin Johnson Jr.,23,10,Percent,28.0,19.1%,10.8%-17.5%,15.90107250213623,5.0,0.6124207433313131,0.0015741216484457,0.0,0.0185123085975646,0.0048139467835426,0.381687581539154,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Laurie Hernandez,23,10,Percent,30.0,20.5%,20.7%-30.2%,23.044822692871094,1.0,0.6124207433313131,0.0015741216484457,0.0,0.0185123085975646,0.0048139467835426,0.381687581539154,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
James Hinchcliffe,23,10,Percent,29.5,20.1%,18.3%-25.1%,20.59103202819824,3.0,0.6124207433313131,0.0015741216484457,0.0,0.0185123085975646,0.0048139467835426,0.381687581539154,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jana Kramer,23,10,Percent,29.0,19.8%,16.1%-22.1%,18.877965927124023,4.0,0.6124207433313131,0.0015741216484457,0.0,0.0185123085975646,0.0048139467835426,0.381687581539154,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Terra Jole,23,10,Percent,30.0,20.5%,19.3%-23.9%,21.585100173950195,2.0,0.6124207433313131,0.0015741216484457,0.0,0.0185123085975646,0.0048139467835426,0.381687581539154,Eliminated (Place 5),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Calvin Johnson Jr.,23,11,Percent,38.3331,25.2%,21.3%-27.2%,24.791582107543945,3.0,0.1450772583484649,0.0,0.0,0.0127848386764526,0.0531371980905532,0.0663703829050064,Eliminated (Place 3),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Laurie Hernandez,23,11,Percent,39.333200000000005,25.8%,33.8%-39.9%,35.144962310791016,1.0,0.1450772583484649,0.0,0.0,0.0127848386764526,0.0531371980905532,0.0663703829050064,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
James Hinchcliffe,23,11,Percent,38.9998,25.6%,28.2%-34.3%,30.32231712341309,2.0,0.1450772583484649,0.0,0.0,0.0127848386764526,0.0531371980905532,0.0663703829050064,Eliminated (Place 2),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jana Kramer,23,11,Percent,35.5,23.3%,2.3%-15.1%,9.741137504577637,4.0,0.1450772583484649,0.0,0.0,0.0127848386764526,0.0531371980905532,0.0663703829050064,Eliminated (Place 4),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Sasha Pieterse,25,1,Percent,18.0,7.5%,1.0%-12.8%,6.814013957977295,8.0,0.4264043197035789,0.0,0.0,0.003680408000946,0.11369638890028,0.3053471148014068,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Frankie Muniz,25,1,Percent,19.0,7.9%,1.6%-15.5%,9.004621505737305,5.0,0.4264043197035789,0.0,0.0,0.003680408000946,0.11369638890028,0.3053471148014068,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jordan Fisher,25,1,Percent,22.0,9.2%,8.4%-21.7%,13.913646697998049,1.0,0.4264043197035789,0.0,0.0,0.003680408000946,0.11369638890028,0.3053471148014068,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Derek Fisher,25,1,Percent,18.0,7.5%,0.9%-12.9%,6.380569934844971,9.0,0.4264043197035789,0.0,0.0,0.003680408000946,0.11369638890028,0.3053471148014068,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nikki Bella,25,1,Percent,20.0,8.4%,3.8%-17.9%,10.385391235351562,4.0,0.4264043197035789,0.0,0.0,0.003680408000946,0.11369638890028,0.3053471148014068,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Terrell Owens,25,1,Percent,15.0,6.3%,0.3%-7.2%,2.437230348587036,12.0,0.4264043197035789,0.0,0.0,0.003680408000946,0.11369638890028,0.3053471148014068,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Victoria Arlen,25,1,Percent,19.0,7.9%,1.6%-15.4%,8.554509162902832,6.0,0.4264043197035789,0.0,0.0,0.003680408000946,0.11369638890028,0.3053471148014068,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Barbara Corcoran,25,1,Percent,14.0,5.9%,0.1%-5.6%,1.2191331386566162,13.0,0.4264043197035789,0.0,0.0,0.003680408000946,0.11369638890028,0.3053471148014068,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Lindsey Stirling,25,1,Percent,22.0,9.2%,8.0%-22.0%,13.37517547607422,2.0,0.4264043197035789,0.0,0.0,0.003680408000946,0.11369638890028,0.3053471148014068,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Debbie Gibson,25,1,Percent,17.0,7.1%,0.7%-10.9%,5.07596492767334,10.0,0.4264043197035789,0.0,0.0,0.003680408000946,0.11369638890028,0.3053471148014068,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nick Lachey,25,1,Percent,18.0,7.5%,1.0%-12.9%,7.247596740722656,7.0,0.4264043197035789,0.0,0.0,0.003680408000946,0.11369638890028,0.3053471148014068,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Drew Scott,25,1,Percent,16.0,6.7%,0.4%-8.9%,3.7501354217529297,11.0,0.4264043197035789,0.0,0.0,0.003680408000946,0.11369638890028,0.3053471148014068,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Vanessa Lachey,25,1,Percent,21.0,8.8%,5.9%-19.2%,11.842010498046877,3.0,0.4264043197035789,0.0,0.0,0.003680408000946,0.11369638890028,0.3053471148014068,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Sasha Pieterse,25,2,Percent,22.5,8.2%,3.8%-18.0%,9.95887851715088,4.0,0.4455861306632869,9.151412086794152e-05,0.0,0.0044202804565429,0.1057703495025634,0.3199935257434845,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Frankie Muniz,25,2,Percent,24.0,8.8%,7.2%-21.5%,13.229107856750488,1.0,0.4455861306632869,9.151412086794152e-05,0.0,0.0044202804565429,0.1057703495025634,0.3199935257434845,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Jordan Fisher,25,2,Percent,24.0,8.8%,7.2%-21.5%,13.229107856750488,1.0,0.4455861306632869,9.151412086794152e-05,0.0,0.0044202804565429,0.1057703495025634,0.3199935257434845,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Derek Fisher,25,2,Percent,19.0,6.9%,0.4%-9.3%,3.6561102867126474,11.0,0.4455861306632869,9.151412086794152e-05,0.0,0.0044202804565429,0.1057703495025634,0.3199935257434845,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nikki Bella,25,2,Percent,19.5,7.1%,0.7%-10.4%,5.280755043029785,8.0,0.4455861306632869,9.151412086794152e-05,0.0,0.0044202804565429,0.1057703495025634,0.3199935257434845,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Terrell Owens,25,2,Percent,19.5,7.1%,0.6%-11.1%,4.886851787567139,9.0,0.4455861306632869,9.151412086794152e-05,0.0,0.0044202804565429,0.1057703495025634,0.3199935257434845,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Victoria Arlen,25,2,Percent,22.0,8.0%,2.8%-16.0%,8.997912406921387,5.0,0.4455861306632869,9.151412086794152e-05,0.0,0.0044202804565429,0.1057703495025634,0.3199935257434845,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Barbara Corcoran,25,2,Percent,17.0,6.2%,0.1%-5.8%,1.192893385887146,12.0,0.4455861306632869,9.151412086794152e-05,0.0,0.0044202804565429,0.1057703495025634,0.3199935257434845,Eliminated (Place 13),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Lindsey Stirling,25,2,Percent,22.5,8.2%,4.0%-17.5%,10.41123104095459,3.0,0.4455861306632869,9.151412086794152e-05,0.0,0.0044202804565429,0.1057703495025634,0.3199935257434845,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Debbie Gibson,25,2,Percent,20.5,7.5%,0.8%-10.0%,6.132530212402344,7.0,0.4455861306632869,9.151412086794152e-05,0.0,0.0044202804565429,0.1057703495025634,0.3199935257434845,Eliminated (Place 12),120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nick Lachey,25,2,Percent,19.0,6.9%,0.5%-9.4%,4.05325984954834,10.0,0.4455861306632869,9.151412086794152e-05,0.0,0.0044202804565429,0.1057703495025634,0.3199935257434845,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Drew Scott,25,2,Percent,20.5,7.5%,1.0%-12.5%,7.029006004333496,6.0,0.4455861306632869,9.151412086794152e-05,0.0,0.0044202804565429,0.1057703495025634,0.3199935257434845,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Vanessa Lachey,25,2,Percent,23.5,8.6%,6.2%-20.9%,11.942354202270508,2.0,0.4455861306632869,9.151412086794152e-05,0.0,0.0044202804565429,0.1057703495025634,0.3199935257434845,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Sasha Pieterse,25,3,Percent,19.0,7.8%,0.2%-7.6%,2.080206632614136,8.0,0.4113881327793933,0.0,7.641410047654063e-05,0.0086047649383544,0.1055473089218139,0.2883256375789642,Safe,120.0,4.0,2.0,1,1,2000,0.005,0.8,0.45,longtail,0.28,1.5,0.8,0.0,0.03
