CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Loss_Diversity,Status
Ian Ziering,4,5,Percent,24.0,13.6%,0.0%-100.0%,13.332006454467773,4.0,0.028862809389829637,0.0,0.0,1.5854835510253906e-05,0.012510303407907486,0.4268154501914978,Safe
Clyde Drexler,4,5,Percent,13.0,7.4%,0.0%-17.6%,8.678474426269531,8.0,0.028862809389829637,0.0,0.0,1.5854835510253906e-05,0.012510303407907486,0.4268154501914978,Eliminated (Place 8)
Laila Ali,4,5,Percent,28.0,15.9%,0.0%-100.0%,15.057061195373535,2.0,0.028862809389829637,0.0,0.0,1.5854835510253906e-05,0.012510303407907486,0.4268154501914978,Safe
Apolo Anton Ohno,4,5,Percent,30.0,17.0%,0.0%-100.0%,15.924880981445312,1.0,0.028862809389829637,0.0,0.0,1.5854835510253906e-05,0.012510303407907486,0.4268154501914978,Safe
Heather Mills,4,5,Percent,21.0,11.9%,0.0%-100.0%,12.06712532043457,5.0,0.028862809389829637,0.0,0.0,1.5854835510253906e-05,0.012510303407907486,0.4268154501914978,Safe
Billy Ray Cyrus,4,5,Percent,17.0,9.7%,0.0%-100.0%,10.350526809692383,7.0,0.028862809389829637,0.0,0.0,1.5854835510253906e-05,0.012510303407907486,0.4268154501914978,Safe
Joey Fatone,4,5,Percent,25.0,14.2%,0.0%-100.0%,13.786252975463867,3.0,0.028862809389829637,0.0,0.0,1.5854835510253906e-05,0.012510303407907486,0.4268154501914978,Safe
John Ratzenberger,4,6,Percent,19.0,11.2%,2.4%-98.8%,13.264937400817871,6.0,0.057992546027526265,0.00021128261869307607,0.0,0.00234907865524292,0.0007185777649283409,0.766194224357605,Safe
Ian Ziering,4,6,Percent,24.0,14.1%,0.0%-96.5%,14.248082160949707,3.0,0.057992546027526265,0.00021128261869307607,0.0,0.00234907865524292,0.0007185777649283409,0.766194224357605,Safe
Laila Ali,4,6,Percent,28.0,16.5%,0.0%-96.5%,14.99024486541748,1.0,0.057992546027526265,0.00021128261869307607,0.0,0.00234907865524292,0.0007185777649283409,0.766194224357605,Safe
Apolo Anton Ohno,4,6,Percent,28.0,16.5%,0.0%-96.5%,14.99024486541748,1.0,0.057992546027526265,0.00021128261869307607,0.0,0.00234907865524292,0.0007185777649283409,0.766194224357605,Safe
Heather Mills,4,6,Percent,23.0,13.5%,0.0%-15.0%,14.055217742919922,4.0,0.057992546027526265,0.00021128261869307607,0.0,0.00234907865524292,0.0007185777649283409,0.766194224357605,Eliminated (Place 7)
Billy Ray Cyrus,4,6,Percent,21.0,12.4%,1.2%-97.6%,13.55923080444336,5.0,0.057992546027526265,0.00021128261869307607,0.0,0.00234907865524292,0.0007185777649283409,0.766194224357605,Safe
Joey Fatone,4,6,Percent,27.0,15.9%,0.0%-96.5%,14.892035484313965,2.0,0.057992546027526265,0.00021128261869307607,0.0,0.00234907865524292,0.0007185777649283409,0.766194224357605,Safe
John Ratzenberger,4,7,Percent,22.5,14.6%,0.0%-18.8%,15.4613676071167,5.0,0.050353080872446304,0.00023196153051685542,0.0,0.0006347298622131348,0.002221605973318219,0.596569299697876,Eliminated (Place 6)
Ian Ziering,4,7,Percent,27.0,17.5%,0.0%-97.7%,17.058345794677734,4.0,0.050353080872446304,0.00023196153051685542,0.0,0.0006347298622131348,0.002221605973318219,0.596569299697876,Safe
Laila Ali,4,7,Percent,29.5,19.1%,0.0%-97.7%,18.068679809570312,1.0,0.050353080872446304,0.00023196153051685542,0.0,0.0006347298622131348,0.002221605973318219,0.596569299697876,Safe
Apolo Anton Ohno,4,7,Percent,27.0,17.5%,0.0%-97.7%,17.079946517944336,3.0,0.050353080872446304,0.00023196153051685542,0.0,0.0006347298622131348,0.002221605973318219,0.596569299697876,Safe
Billy Ray Cyrus,4,7,Percent,19.0,12.3%,2.3%-100.0%,14.321144104003906,6.0,0.050353080872446304,0.00023196153051685542,0.0,0.0006347298622131348,0.002221605973318219,0.596569299697876,Safe
Joey Fatone,4,7,Percent,29.5,19.1%,0.0%-97.7%,18.010513305664062,2.0,0.050353080872446304,0.00023196153051685542,0.0,0.0006347298622131348,0.002221605973318219,0.596569299697876,Safe
Ian Ziering,4,8,Percent,23.5,18.7%,0.0%-100.0%,18.32334327697754,4.0,0.020858275145292284,0.0,0.0,0.00014603137969970703,0.010856974869966507,0.2839611768722534,Safe
Laila Ali,4,8,Percent,26.5,21.1%,0.0%-100.0%,21.335607528686523,3.0,0.020858275145292284,0.0,0.0,0.00014603137969970703,0.010856974869966507,0.2839611768722534,Safe
Apolo Anton Ohno,4,8,Percent,29.0,23.1%,0.0%-100.0%,24.055728912353516,1.0,0.020858275145292284,0.0,0.0,0.00014603137969970703,0.010856974869966507,0.2839611768722534,Safe
Billy Ray Cyrus,4,8,Percent,19.0,15.1%,0.0%-24.9%,13.826434135437012,5.0,0.020858275145292284,0.0,0.0,0.00014603137969970703,0.010856974869966507,0.2839611768722534,Eliminated (Place 5)
Joey Fatone,4,8,Percent,27.5,21.9%,0.0%-100.0%,22.458890914916992,2.0,0.020858275145292284,0.0,0.0,0.00014603137969970703,0.010856974869966507,0.2839611768722534,Safe
Ian Ziering,4,9,Percent,29.0,24.5%,0.0%-25.5%,18.84572982788086,3.0,0.01856859102845192,0.0,0.0,8.64267349243164e-06,0.007989827543497086,0.27532103657722473,Eliminated (Place 4)
Laila Ali,4,9,Percent,30.0,25.3%,0.0%-100.0%,28.70843505859375,1.0,0.01856859102845192,0.0,0.0,8.64267349243164e-06,0.007989827543497086,0.27532103657722473,Safe
Apolo Anton Ohno,4,9,Percent,29.5,24.9%,0.0%-100.0%,23.737407684326172,2.0,0.01856859102845192,0.0,0.0,8.64267349243164e-06,0.007989827543497086,0.27532103657722473,Safe
Joey Fatone,4,9,Percent,30.0,25.3%,0.0%-100.0%,28.70843505859375,1.0,0.01856859102845192,0.0,0.0,8.64267349243164e-06,0.007989827543497086,0.27532103657722473,Safe
Laila Ali,4,10,Percent,28.3332,32.8%,0.0%-50.6%,27.110877990722656,3.0,0.008725280687212945,0.0,0.0,6.341934204101562e-05,0.007177617400884628,0.08710581809282303,Eliminated (Place 3)
Apolo Anton Ohno,4,10,Percent,29.3332,34.0%,32.7%-100.0%,41.00651931762695,1.0,0.008725280687212945,0.0,0.0,6.341934204101562e-05,0.007177617400884628,0.08710581809282303,Safe
Joey Fatone,4,10,Percent,28.6665,33.2%,0.0%-50.4%,31.882598876953125,2.0,0.008725280687212945,0.0,0.0,6.341934204101562e-05,0.007177617400884628,0.08710581809282303,Eliminated (Place 2)
Cameron Mathison,5,1,Percent,21.0,8.2%,0.0%-100.0%,8.106782913208008,7.0,0.037535497918725014,0.0,0.0,6.413459777832031e-05,0.010500898584723473,0.6234164834022522,Safe
Jane Seymour,5,1,Percent,24.0,9.3%,0.0%-100.0%,9.587855339050293,3.0,0.037535497918725014,0.0,0.0,6.413459777832031e-05,0.010500898584723473,0.6234164834022522,Safe
Sabrina Bryan,5,1,Percent,26.0,10.1%,0.0%-100.0%,10.532645225524902,1.0,0.037535497918725014,0.0,0.0,6.413459777832031e-05,0.010500898584723473,0.6234164834022522,Safe
Jennie Garth,5,1,Percent,21.0,8.2%,0.0%-100.0%,8.164730072021484,5.0,0.037535497918725014,0.0,0.0,6.413459777832031e-05,0.010500898584723473,0.6234164834022522,Safe
Floyd Mayweather Jr. ,5,1,Percent,18.0,7.0%,0.0%-100.0%,6.691460132598877,9.0,0.037535497918725014,0.0,0.0,6.413459777832031e-05,0.010500898584723473,0.6234164834022522,Safe
Josie Maran,5,1,Percent,16.0,6.2%,0.0%-10.4%,5.7493720054626465,10.0,0.037535497918725014,0.0,0.0,6.413459777832031e-05,0.010500898584723473,0.6234164834022522,Eliminated (Place 12)
Albert Reed,5,1,Percent,21.0,8.2%,0.0%-100.0%,8.12955379486084,6.0,0.037535497918725014,0.0,0.0,6.413459777832031e-05,0.010500898584723473,0.6234164834022522,Safe
Helio Castroneves,5,1,Percent,25.0,9.7%,0.0%-100.0%,10.06046199798584,2.0,0.037535497918725014,0.0,0.0,6.413459777832031e-05,0.010500898584723473,0.6234164834022522,Safe
Mel B,5,1,Percent,24.0,9.3%,0.0%-100.0%,9.54961109161377,4.0,0.037535497918725014,0.0,0.0,6.413459777832031e-05,0.010500898584723473,0.6234164834022522,Safe
Wayne Newton,5,1,Percent,19.0,7.4%,0.0%-100.0%,7.168416500091553,8.0,0.037535497918725014,0.0,0.0,6.413459777832031e-05,0.010500898584723473,0.6234164834022522,Safe
Marie Osmond,5,1,Percent,21.0,8.2%,0.0%-100.0%,8.12955379486084,6.0,0.037535497918725014,0.0,0.0,6.413459777832031e-05,0.010500898584723473,0.6234164834022522,Safe
Mark Cuban,5,1,Percent,21.0,8.2%,0.0%-100.0%,8.12955379486084,6.0,0.037535497918725014,0.0,0.0,6.413459777832031e-05,0.010500898584723473,0.6234164834022522,Safe
Cameron Mathison,5,2,Percent,21.0,8.8%,0.0%-96.2%,8.886286735534668,5.0,0.056547444639727475,0.0002152936503989622,0.0,0.0014491081237792969,0.00456953514367342,0.702662467956543,Safe
Jane Seymour,5,2,Percent,21.0,8.8%,0.0%-96.2%,8.886286735534668,5.0,0.056547444639727475,0.0002152936503989622,0.0,0.0014491081237792969,0.00456953514367342,0.702662467956543,Safe
Sabrina Bryan,5,2,Percent,26.0,10.9%,0.0%-96.2%,10.449979782104492,2.0,0.056547444639727475,0.0002152936503989622,0.0,0.0014491081237792969,0.00456953514367342,0.702662467956543,Safe
Jennie Garth,5,2,Percent,21.0,8.8%,0.0%-96.2%,8.886286735534668,5.0,0.056547444639727475,0.0002152936503989622,0.0,0.0014491081237792969,0.00456953514367342,0.702662467956543,Safe
Floyd Mayweather Jr. ,5,2,Percent,21.0,8.8%,0.0%-96.2%,8.886286735534668,5.0,0.056547444639727475,0.0002152936503989622,0.0,0.0014491081237792969,0.00456953514367342,0.702662467956543,Safe
Albert Reed,5,2,Percent,21.0,8.8%,0.0%-9.4%,8.78201675415039,6.0,0.056547444639727475,0.0002152936503989622,0.0,0.0014491081237792969,0.00456953514367342,0.702662467956543,Eliminated (Place 11)
Helio Castroneves,5,2,Percent,27.0,11.3%,0.0%-96.2%,10.759385108947754,1.0,0.056547444639727475,0.0002152936503989622,0.0,0.0014491081237792969,0.00456953514367342,0.702662467956543,Safe
Mel B,5,2,Percent,23.0,9.7%,0.0%-96.2%,9.440949440002441,4.0,0.056547444639727475,0.0002152936503989622,0.0,0.0014491081237792969,0.00456953514367342,0.702662467956543,Safe
Wayne Newton,5,2,Percent,15.0,6.3%,2.5%-98.7%,7.138461112976074,8.0,0.056547444639727475,0.0002152936503989622,0.0,0.0014491081237792969,0.00456953514367342,0.702662467956543,Safe
Marie Osmond,5,2,Percent,24.0,10.1%,0.0%-96.2%,9.887468338012695,3.0,0.056547444639727475,0.0002152936503989622,0.0,0.0014491081237792969,0.00456953514367342,0.702662467956543,Safe
Mark Cuban,5,2,Percent,18.0,7.6%,1.3%-97.5%,7.996606826782227,7.0,0.056547444639727475,0.0002152936503989622,0.0,0.0014491081237792969,0.00456953514367342,0.702662467956543,Safe
Cameron Mathison,5,3,Percent,23.0,9.6%,0.0%-100.0%,9.507697105407715,6.0,0.034778769314289096,0.0,0.0,4.7326087951660156e-05,0.010895244777202606,0.5638859272003174,Safe
Jane Seymour,5,3,Percent,27.0,11.3%,0.0%-100.0%,11.65241527557373,2.0,0.034778769314289096,0.0,0.0,4.7326087951660156e-05,0.010895244777202606,0.5638859272003174,Safe
Sabrina Bryan,5,3,Percent,27.0,11.3%,0.0%-100.0%,11.65241527557373,2.0,0.034778769314289096,0.0,0.0,4.7326087951660156e-05,0.010895244777202606,0.5638859272003174,Safe
Jennie Garth,5,3,Percent,26.0,10.9%,0.0%-100.0%,11.088891983032227,4.0,0.034778769314289096,0.0,0.0,4.7326087951660156e-05,0.010895244777202606,0.5638859272003174,Safe
Floyd Mayweather Jr. ,5,3,Percent,21.0,8.8%,0.0%-100.0%,8.460368156433105,7.0,0.034778769314289096,0.0,0.0,4.7326087951660156e-05,0.010895244777202606,0.5638859272003174,Safe
Helio Castroneves,5,3,Percent,24.0,10.0%,0.0%-100.0%,10.041147232055664,5.0,0.034778769314289096,0.0,0.0,4.7326087951660156e-05,0.010895244777202606,0.5638859272003174,Safe
Mel B,5,3,Percent,27.0,11.3%,0.0%-100.0%,11.681861877441406,1.0,0.034778769314289096,0.0,0.0,4.7326087951660156e-05,0.010895244777202606,0.5638859272003174,Safe
Wayne Newton,5,3,Percent,18.0,7.5%,0.0%-12.5%,6.879621505737305,9.0,0.034778769314289096,0.0,0.0,4.7326087951660156e-05,0.010895244777202606,0.5638859272003174,Eliminated (Place 10)
Marie Osmond,5,3,Percent,26.0,10.9%,0.0%-100.0%,11.108552932739258,3.0,0.034778769314289096,0.0,0.0,4.7326087951660156e-05,0.010895244777202606,0.5638859272003174,Safe
Mark Cuban,5,3,Percent,20.0,8.4%,0.0%-100.0%,7.927020072937012,8.0,0.034778769314289096,0.0,0.0,4.7326087951660156e-05,0.010895244777202606,0.5638859272003174,Safe
Cameron Mathison,5,4,Percent,27.0,11.5%,0.0%-99.6%,11.914841651916504,3.0,0.03551765505399089,1.5009601156634744e-05,0.0,0.0002173781394958496,0.009198270738124847,0.5716109275817871,Safe
Jane Seymour,5,4,Percent,26.0,11.1%,0.0%-99.6%,11.110690116882324,5.0,0.03551765505399089,1.5009601156634744e-05,0.0,0.0002173781394958496,0.009198270738124847,0.5716109275817871,Safe
Sabrina Bryan,5,4,Percent,30.0,12.8%,0.0%-99.6%,14.249377250671387,1.0,0.03551765505399089,1.5009601156634744e-05,0.0,0.0002173781394958496,0.009198270738124847,0.5716109275817871,Safe
Jennie Garth,5,4,Percent,27.0,11.5%,0.0%-99.6%,11.890716552734375,4.0,0.03551765505399089,1.5009601156634744e-05,0.0,0.0002173781394958496,0.009198270738124847,0.5716109275817871,Safe
Floyd Mayweather Jr. ,5,4,Percent,23.0,9.8%,0.0%-12.4%,8.707380294799805,7.0,0.03551765505399089,1.5009601156634744e-05,0.0,0.0002173781394958496,0.009198270738124847,0.5716109275817871,Eliminated (Place 9)
Helio Castroneves,5,4,Percent,27.0,11.5%,0.0%-99.6%,11.938998222351074,2.0,0.03551765505399089,1.5009601156634744e-05,0.0,0.0002173781394958496,0.009198270738124847,0.5716109275817871,Safe
Mel B,5,4,Percent,26.0,11.1%,0.0%-99.6%,11.07453441619873,6.0,0.03551765505399089,1.5009601156634744e-05,0.0,0.0002173781394958496,0.009198270738124847,0.5716109275817871,Safe
Marie Osmond,5,4,Percent,26.0,11.1%,0.0%-99.6%,11.07453441619873,6.0,0.03551765505399089,1.5009601156634744e-05,0.0,0.0002173781394958496,0.009198270738124847,0.5716109275817871,Safe
Mark Cuban,5,4,Percent,22.0,9.4%,0.4%-100.0%,8.038934707641602,8.0,0.03551765505399089,1.5009601156634744e-05,0.0,0.0002173781394958496,0.009198270738124847,0.5716109275817871,Safe
Cameron Mathison,5,5,Percent,26.0,13.1%,0.0%-100.0%,13.413686752319336,3.0,0.02945881336927414,0.0,0.0,1.531839370727539e-05,0.012043826282024384,0.4443439841270447,Safe
Jane Seymour,5,5,Percent,26.0,13.1%,0.0%-100.0%,13.413686752319336,3.0,0.02945881336927414,0.0,0.0,1.531839370727539e-05,0.012043826282024384,0.4443439841270447,Safe
Sabrina Bryan,5,5,Percent,28.0,14.1%,0.0%-100.0%,15.0359525680542,2.0,0.02945881336927414,0.0,0.0,1.531839370727539e-05,0.012043826282024384,0.4443439841270447,Safe
Jennie Garth,5,5,Percent,25.0,12.6%,0.0%-100.0%,12.571135520935059,4.0,0.02945881336927414,0.0,0.0,1.531839370727539e-05,0.012043826282024384,0.4443439841270447,Safe
Helio Castroneves,5,5,Percent,23.0,11.6%,0.0%-100.0%,10.978143692016602,5.0,0.02945881336927414,0.0,0.0,1.531839370727539e-05,0.012043826282024384,0.4443439841270447,Safe
Mel B,5,5,Percent,29.0,14.6%,0.0%-100.0%,15.863987922668457,1.0,0.02945881336927414,0.0,0.0,1.531839370727539e-05,0.012043826282024384,0.4443439841270447,Safe
Marie Osmond,5,5,Percent,21.0,10.6%,0.0%-100.0%,9.361703872680664,6.0,0.02945881336927414,0.0,0.0,1.531839370727539e-05,0.012043826282024384,0.4443439841270447,Safe
Mark Cuban,5,5,Percent,21.0,10.6%,0.0%-14.4%,9.361703872680664,6.0,0.02945881336927414,0.0,0.0,1.531839370727539e-05,0.012043826282024384,0.4443439841270447,Eliminated (Place 8)
Cameron Mathison,5,6,Percent,25.0,13.9%,0.0%-97.2%,14.01814079284668,4.0,0.049464391916990286,0.0001798542361939326,0.0,0.0009060502052307129,0.0016773112583905458,0.6632723212242126,Safe
Jane Seymour,5,6,Percent,22.0,12.2%,1.7%-98.9%,12.818662643432617,7.0,0.049464391916990286,0.0001798542361939326,0.0,0.0009060502052307129,0.0016773112583905458,0.6632723212242126,Safe
Sabrina Bryan,5,6,Percent,25.0,13.9%,0.0%-14.7%,13.941192626953125,5.0,0.049464391916990286,0.0001798542361939326,0.0,0.0009060502052307129,0.0016773112583905458,0.6632723212242126,Eliminated (Place 7)
Jennie Garth,5,6,Percent,27.0,15.0%,0.0%-97.2%,14.79037857055664,3.0,0.049464391916990286,0.0001798542361939326,0.0,0.0009060502052307129,0.0016773112583905458,0.6632723212242126,Safe
Helio Castroneves,5,6,Percent,28.0,15.6%,0.0%-97.2%,15.188321113586426,2.0,0.049464391916990286,0.0001798542361939326,0.0,0.0009060502052307129,0.0016773112583905458,0.6632723212242126,Safe
Mel B,5,6,Percent,30.0,16.7%,0.0%-97.2%,15.926403999328613,1.0,0.049464391916990286,0.0001798542361939326,0.0,0.0009060502052307129,0.0016773112583905458,0.6632723212242126,Safe
Marie Osmond,5,6,Percent,23.0,12.8%,1.1%-98.3%,13.316896438598633,6.0,0.049464391916990286,0.0001798542361939326,0.0,0.0009060502052307129,0.0016773112583905458,0.6632723212242126,Safe
Cameron Mathison,5,7,Percent,25.5,16.3%,0.0%-100.0%,14.209182739257812,5.0,0.023218619078397753,0.0,0.0,6.836652755737305e-05,0.01185031607747078,0.3208012580871582,Safe
Jane Seymour,5,7,Percent,25.0,16.0%,0.0%-17.3%,11.799640655517578,6.0,0.023218619078397753,0.0,0.0,6.836652755737305e-05,0.01185031607747078,0.3208012580871582,Eliminated (Place 6)
Jennie Garth,5,7,Percent,26.5,17.0%,0.0%-100.0%,19.11865997314453,2.0,0.023218619078397753,0.0,0.0,6.836652755737305e-05,0.01185031607747078,0.3208012580871582,Safe
Helio Castroneves,5,7,Percent,26.0,16.7%,0.0%-100.0%,16.72103500366211,3.0,0.023218619078397753,0.0,0.0,6.836652755737305e-05,0.01185031607747078,0.3208012580871582,Safe
Mel B,5,7,Percent,27.0,17.3%,0.0%-100.0%,21.552515029907227,1.0,0.023218619078397753,0.0,0.0,6.836652755737305e-05,0.01185031607747078,0.3208012580871582,Safe
Marie Osmond,5,7,Percent,26.0,16.7%,0.0%-100.0%,16.598968505859375,4.0,0.023218619078397753,0.0,0.0,6.836652755737305e-05,0.01185031607747078,0.3208012580871582,Safe
Cameron Mathison,5,8,Percent,25.5,19.4%,0.0%-20.6%,18.665607452392578,3.0,0.03397759334184229,9.828720067162067e-05,0.0,0.0013371109962463379,0.0038544386625289917,0.44929686188697815,Eliminated (Place 5)
Jennie Garth,5,8,Percent,25.0,19.0%,0.4%-99.2%,18.254257202148438,4.0,0.03397759334184229,9.828720067162067e-05,0.0,0.0013371109962463379,0.0038544386625289917,0.44929686188697815,Safe
Helio Castroneves,5,8,Percent,28.5,21.7%,0.0%-98.9%,23.117897033691406,1.0,0.03397759334184229,9.828720067162067e-05,0.0,0.0013371109962463379,0.0038544386625289917,0.44929686188697815,Safe
Mel B,5,8,Percent,28.0,21.3%,0.0%-98.9%,22.354110717773438,2.0,0.03397759334184229,9.828720067162067e-05,0.0,0.0013371109962463379,0.0038544386625289917,0.44929686188697815,Safe
Marie Osmond,5,8,Percent,24.5,18.6%,0.8%-99.6%,17.608131408691406,5.0,0.03397759334184229,9.828720067162067e-05,0.0,0.0013371109962463379,0.0038544386625289917,0.44929686188697815,Safe
Jennie Garth,5,9,Percent,29.0,24.8%,0.0%-25.2%,24.641857147216797,2.0,0.043672977248206735,0.00013388002116698772,0.0,0.0004401206970214844,0.00046850740909576416,0.6448270082473755,Eliminated (Place 4)
Helio Castroneves,5,9,Percent,30.0,25.6%,0.0%-99.1%,25.932836532592773,1.0,0.043672977248206735,0.00013388002116698772,0.0,0.0004401206970214844,0.00046850740909576416,0.6448270082473755,Safe
Mel B,5,9,Percent,30.0,25.6%,0.0%-99.1%,25.932836532592773,1.0,0.043672977248206735,0.00013388002116698772,0.0,0.0004401206970214844,0.00046850740909576416,0.6448270082473755,Safe
Marie Osmond,5,9,Percent,28.0,23.9%,0.9%-100.0%,23.492462158203125,3.0,0.043672977248206735,0.00013388002116698772,0.0,0.0004401206970214844,0.00046850740909576416,0.6448270082473755,Safe
Helio Castroneves,5,10,Percent,27.9999,35.3%,31.4%-100.0%,35.98756790161133,2.0,0.02165296465391293,3.365853990544565e-05,0.0,0.00011771917343139648,0.0038900338113307953,0.3301708400249481,Safe
Mel B,5,10,Percent,28.333199999999998,35.7%,0.0%-49.8%,36.387901306152344,1.0,0.02165296465391293,3.365853990544565e-05,0.0,0.00011771917343139648,0.0038900338113307953,0.3301708400249481,Eliminated (Place 2)
Marie Osmond,5,10,Percent,23.0,29.0%,0.0%-53.2%,27.624523162841797,3.0,0.02165296465391293,3.365853990544565e-05,0.0,0.00011771917343139648,0.0038900338113307953,0.3301708400249481,Eliminated (Place 3)
Cristian de la Fuente,6,1,Percent,21.0,8.6%,0.0%-100.0%,8.603787422180176,6.0,0.03677337374538183,0.0,0.0,2.7835369110107422e-05,0.011092864908277988,0.6017963886260986,Safe
Steve Guttenberg,6,1,Percent,18.0,7.4%,0.0%-100.0%,7.498584747314453,7.0,0.03677337374538183,0.0,0.0,2.7835369110107422e-05,0.011092864908277988,0.6017963886260986,Safe
Priscilla Presley,6,1,Percent,24.0,9.9%,0.0%-100.0%,9.760613441467285,2.0,0.03677337374538183,0.0,0.0,2.7835369110107422e-05,0.011092864908277988,0.6017963886260986,Safe
Marlee Matlin,6,1,Percent,22.0,9.1%,0.0%-100.0%,9.002402305603027,4.0,0.03677337374538183,0.0,0.0,2.7835369110107422e-05,0.011092864908277988,0.6017963886260986,Safe
Shannon Elizabeth,6,1,Percent,21.0,8.6%,0.0%-100.0%,8.603787422180176,6.0,0.03677337374538183,0.0,0.0,2.7835369110107422e-05,0.011092864908277988,0.6017963886260986,Safe
Marissa Jaret Winokur,6,1,Percent,18.0,7.4%,0.0%-100.0%,7.470977306365967,8.0,0.03677337374538183,0.0,0.0,2.7835369110107422e-05,0.011092864908277988,0.6017963886260986,Safe
Jason Taylor,6,1,Percent,22.0,9.1%,0.0%-100.0%,8.99091625213623,5.0,0.03677337374538183,0.0,0.0,2.7835369110107422e-05,0.011092864908277988,0.6017963886260986,Safe
Kristi Yamaguchi,6,1,Percent,27.0,11.1%,0.0%-100.0%,10.879476547241211,1.0,0.03677337374538183,0.0,0.0,2.7835369110107422e-05,0.011092864908277988,0.6017963886260986,Safe
Monica Seles,6,1,Percent,15.0,6.2%,0.0%-100.0%,6.338913917541504,11.0,0.03677337374538183,0.0,0.0,2.7835369110107422e-05,0.011092864908277988,0.6017963886260986,Safe
Penn Jillette,6,1,Percent,16.0,6.6%,0.0%-100.0%,6.737607955932617,9.0,0.03677337374538183,0.0,0.0,2.7835369110107422e-05,0.011092864908277988,0.6017963886260986,Safe
Adam Carolla,6,1,Percent,15.0,6.2%,0.0%-100.0%,6.363821029663086,10.0,0.03677337374538183,0.0,0.0,2.7835369110107422e-05,0.011092864908277988,0.6017963886260986,Safe
Mario,6,1,Percent,24.0,9.9%,0.0%-100.0%,9.749112129211426,3.0,0.03677337374538183,0.0,0.0,2.7835369110107422e-05,0.011092864908277988,0.6017963886260986,Safe
Cristian de la Fuente,6,2,Percent,20.0,7.8%,0.0%-99.6%,7.841218948364258,6.0,0.03679635840744595,2.5103543066506973e-06,0.0,1.1742115020751953e-05,0.011013370007276535,0.5995153188705444,Safe
Steve Guttenberg,6,2,Percent,16.0,6.2%,0.4%-100.0%,6.485255241394043,9.0,0.03679635840744595,2.5103543066506973e-06,0.0,1.1742115020751953e-05,0.011013370007276535,0.5995153188705444,Safe
Priscilla Presley,6,2,Percent,21.0,8.2%,0.0%-99.6%,8.197807312011719,4.0,0.03679635840744595,2.5103543066506973e-06,0.0,1.1742115020751953e-05,0.011013370007276535,0.5995153188705444,Safe
Marlee Matlin,6,2,Percent,24.0,9.3%,0.0%-99.6%,9.218392372131348,3.0,0.03679635840744595,2.5103543066506973e-06,0.0,1.1742115020751953e-05,0.011013370007276535,0.5995153188705444,Safe
Shannon Elizabeth,6,2,Percent,24.0,9.3%,0.0%-99.6%,9.218392372131348,3.0,0.03679635840744595,2.5103543066506973e-06,0.0,1.1742115020751953e-05,0.011013370007276535,0.5995153188705444,Safe
