CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Loss_Diversity,Status,Percent_Predict,Rank_predict
Rashad Jennings,24,8,Percent,37.5,21.5%,0.0%-100.0%,24.22,2.0,0.0449384864419698,0.0,0.0,0.0009273290634155,0.0309386942535638,0.12723970413208,Safe,24.22,2.0
Normani,24,8,Percent,39.5,22.6%,0.0%-100.0%,27.75,1.0,0.0449384864419698,0.0,0.0,0.0009273290634155,0.0309386942535638,0.12723970413208,Safe,27.75,1.0
Simone Biles,24,9,Percent,40.0,26.4%,0.0%-23.6%,25.89,1.0,0.2741212295833975,0.0013709921622648,0.0,0.0293755531311035,0.0005136874970048,0.673790454864502,Eliminated (Place 4),25.89,1.0
David Ross,24,9,Percent,35.0,23.1%,3.3%-97.7%,23.2,4.0,0.2741212295833975,0.0013709921622648,0.0,0.0293755531311035,0.0005136874970048,0.673790454864502,Safe,23.2,4.0
Rashad Jennings,24,9,Percent,38.5,25.4%,1.0%-95.4%,25.51,2.0,0.2741212295833975,0.0013709921622648,0.0,0.0293755531311035,0.0005136874970048,0.673790454864502,Safe,25.51,2.0
Normani,24,9,Percent,38.0,25.1%,1.3%-95.7%,25.4,3.0,0.2741212295833975,0.0013709921622648,0.0,0.0293755531311035,0.0005136874970048,0.673790454864502,Safe,25.4,3.0
David Ross,24,10,Percent,36.3333,31.5%,0.0%-51.4%,23.7,3.0,0.0692432936280965,3.06364381685853e-05,0.0,0.0119993686676025,0.0117649845778942,0.2386700958013534,Eliminated (Place 2),23.7,3.0
Rashad Jennings,24,10,Percent,39.6666,34.4%,32.3%-100.0%,37.61,2.0,0.0692432936280965,3.06364381685853e-05,0.0,0.0119993686676025,0.0117649845778942,0.2386700958013534,Safe,37.61,2.0
Normani,24,10,Percent,39.333200000000005,34.1%,0.0%-50.1%,38.69,1.0,0.0692432936280965,3.06364381685853e-05,0.0,0.0119993686676025,0.0117649845778942,0.2386700958013534,Eliminated (Place 3),38.69,1.0
Sasha Pieterse,25,1,Percent,18.0,7.5%,0.0%-100.0%,7.11,9.0,0.1141273587942123,0.0,0.0,0.0005359649658203,0.04572694003582,0.4307761490345001,Safe,7.11,9.0
Frankie Muniz,25,1,Percent,19.0,7.9%,0.0%-100.0%,8.31,6.0,0.1141273587942123,0.0,0.0,0.0005359649658203,0.04572694003582,0.4307761490345001,Safe,8.31,6.0
Jordan Fisher,25,1,Percent,22.0,9.2%,0.0%-100.0%,11.59,1.0,0.1141273587942123,0.0,0.0,0.0005359649658203,0.04572694003582,0.4307761490345001,Safe,11.59,1.0
Derek Fisher,25,1,Percent,18.0,7.5%,0.0%-100.0%,7.34,7.0,0.1141273587942123,0.0,0.0,0.0005359649658203,0.04572694003582,0.4307761490345001,Safe,7.34,7.0
Nikki Bella,25,1,Percent,20.0,8.4%,0.0%-100.0%,9.42,4.0,0.1141273587942123,0.0,0.0,0.0005359649658203,0.04572694003582,0.4307761490345001,Safe,9.42,4.0
Terrell Owens,25,1,Percent,15.0,6.3%,0.0%-100.0%,4.18,12.0,0.1141273587942123,0.0,0.0,0.0005359649658203,0.04572694003582,0.4307761490345001,Safe,4.18,12.0
Victoria Arlen,25,1,Percent,19.0,7.9%,0.0%-100.0%,8.43,5.0,0.1141273587942123,0.0,0.0,0.0005359649658203,0.04572694003582,0.4307761490345001,Safe,8.43,5.0
Barbara Corcoran,25,1,Percent,14.0,5.9%,0.0%-100.0%,3.21,13.0,0.1141273587942123,0.0,0.0,0.0005359649658203,0.04572694003582,0.4307761490345001,Safe,3.21,13.0
Lindsey Stirling,25,1,Percent,22.0,9.2%,0.0%-100.0%,11.46,2.0,0.1141273587942123,0.0,0.0,0.0005359649658203,0.04572694003582,0.4307761490345001,Safe,11.46,2.0
Debbie Gibson,25,1,Percent,17.0,7.1%,0.0%-100.0%,6.13,10.0,0.1141273587942123,0.0,0.0,0.0005359649658203,0.04572694003582,0.4307761490345001,Safe,6.13,10.0
Nick Lachey,25,1,Percent,18.0,7.5%,0.0%-100.0%,7.22,8.0,0.1141273587942123,0.0,0.0,0.0005359649658203,0.04572694003582,0.4307761490345001,Safe,7.22,8.0
Drew Scott,25,1,Percent,16.0,6.7%,0.0%-100.0%,5.16,11.0,0.1141273587942123,0.0,0.0,0.0005359649658203,0.04572694003582,0.4307761490345001,Safe,5.16,11.0
Vanessa Lachey,25,1,Percent,21.0,8.8%,0.0%-100.0%,10.43,3.0,0.1141273587942123,0.0,0.0,0.0005359649658203,0.04572694003582,0.4307761490345001,Safe,10.43,3.0
Sasha Pieterse,25,2,Percent,22.5,8.2%,0.0%-98.2%,9.39,3.0,0.1194884476019069,4.631405317923054e-05,0.0,0.001031219959259,0.0410747453570365,0.4505362808704376,Safe,9.39,3.0
Frankie Muniz,25,2,Percent,24.0,8.8%,0.0%-98.2%,11.12,1.0,0.1194884476019069,4.631405317923054e-05,0.0,0.001031219959259,0.0410747453570365,0.4505362808704376,Safe,11.12,1.0
Jordan Fisher,25,2,Percent,24.0,8.8%,0.0%-98.2%,11.12,1.0,0.1194884476019069,4.631405317923054e-05,0.0,0.001031219959259,0.0410747453570365,0.4505362808704376,Safe,11.12,1.0
Derek Fisher,25,2,Percent,19.0,6.9%,0.5%-98.7%,5.42,9.0,0.1194884476019069,4.631405317923054e-05,0.0,0.001031219959259,0.0410747453570365,0.4505362808704376,Safe,5.42,9.0
Nikki Bella,25,2,Percent,19.5,7.1%,0.4%-98.5%,6.01,8.0,0.1194884476019069,4.631405317923054e-05,0.0,0.001031219959259,0.0410747453570365,0.4505362808704376,Safe,6.01,8.0
Terrell Owens,25,2,Percent,19.5,7.1%,0.4%-98.5%,6.01,8.0,0.1194884476019069,4.631405317923054e-05,0.0,0.001031219959259,0.0410747453570365,0.4505362808704376,Safe,6.01,8.0
Victoria Arlen,25,2,Percent,22.0,8.0%,0.0%-98.2%,8.69,5.0,0.1194884476019069,4.631405317923054e-05,0.0,0.001031219959259,0.0410747453570365,0.4505362808704376,Safe,8.69,5.0
Barbara Corcoran,25,2,Percent,17.0,6.2%,0.0%-9.8%,3.24,11.0,0.1194884476019069,4.631405317923054e-05,0.0,0.001031219959259,0.0410747453570365,0.4505362808704376,Eliminated (Place 13),3.24,11.0
Lindsey Stirling,25,2,Percent,22.5,8.2%,0.0%-98.2%,9.28,4.0,0.1194884476019069,4.631405317923054e-05,0.0,0.001031219959259,0.0410747453570365,0.4505362808704376,Safe,9.28,4.0
Debbie Gibson,25,2,Percent,20.5,7.5%,0.0%-8.7%,6.77,7.0,0.1194884476019069,4.631405317923054e-05,0.0,0.001031219959259,0.0410747453570365,0.4505362808704376,Eliminated (Place 12),6.77,7.0
Nick Lachey,25,2,Percent,19.0,6.9%,0.5%-98.7%,5.32,10.0,0.1194884476019069,4.631405317923054e-05,0.0,0.001031219959259,0.0410747453570365,0.4505362808704376,Safe,5.32,10.0
Drew Scott,25,2,Percent,20.5,7.5%,0.0%-98.2%,7.16,6.0,0.1194884476019069,4.631405317923054e-05,0.0,0.001031219959259,0.0410747453570365,0.4505362808704376,Safe,7.16,6.0
Vanessa Lachey,25,2,Percent,23.5,8.6%,0.0%-98.2%,10.47,2.0,0.1194884476019069,4.631405317923054e-05,0.0,0.001031219959259,0.0410747453570365,0.4505362808704376,Safe,10.47,2.0
Sasha Pieterse,25,3,Percent,19.0,7.8%,0.0%-100.0%,4.42,9.0,0.1107144851928751,0.0,6.789687176933512e-07,0.0020129084587097,0.0428213626146316,0.4150370061397552,Safe,4.42,9.0
Frankie Muniz,25,3,Percent,21.0,8.6%,0.0%-100.0%,7.67,6.0,0.1107144851928751,0.0,6.789687176933512e-07,0.0020129084587097,0.0428213626146316,0.4150370061397552,Safe,7.67,6.0
Jordan Fisher,25,3,Percent,25.0,10.2%,0.0%-100.0%,13.22,2.0,0.1107144851928751,0.0,6.789687176933512e-07,0.0020129084587097,0.0428213626146316,0.4150370061397552,Safe,13.22,2.0
Derek Fisher,25,3,Percent,21.0,8.6%,0.0%-100.0%,7.09,8.0,0.1107144851928751,0.0,6.789687176933512e-07,0.0020129084587097,0.0428213626146316,0.4150370061397552,Safe,7.09,8.0
Nikki Bella,25,3,Percent,21.0,8.6%,0.0%-100.0%,7.09,8.0,0.1107144851928751,0.0,6.789687176933512e-07,0.0020129084587097,0.0428213626146316,0.4150370061397552,Safe,7.09,8.0
Terrell Owens,25,3,Percent,21.0,8.6%,0.0%-100.0%,7.09,8.0,0.1107144851928751,0.0,6.789687176933512e-07,0.0020129084587097,0.0428213626146316,0.4150370061397552,Safe,7.09,8.0
Victoria Arlen,25,3,Percent,22.0,9.0%,0.0%-100.0%,8.99,5.0,0.1107144851928751,0.0,6.789687176933512e-07,0.0020129084587097,0.0428213626146316,0.4150370061397552,Safe,8.99,5.0
Lindsey Stirling,25,3,Percent,27.0,11.1%,0.0%-100.0%,16.06,1.0,0.1107144851928751,0.0,6.789687176933512e-07,0.0020129084587097,0.0428213626146316,0.4150370061397552,Safe,16.06,1.0
Nick Lachey,25,3,Percent,21.0,8.6%,0.0%-100.0%,7.47,7.0,0.1107144851928751,0.0,6.789687176933512e-07,0.0020129084587097,0.0428213626146316,0.4150370061397552,Safe,7.47,7.0
Drew Scott,25,3,Percent,23.0,9.4%,0.0%-100.0%,10.35,4.0,0.1107144851928751,0.0,6.789687176933512e-07,0.0020129084587097,0.0428213626146316,0.4150370061397552,Safe,10.35,4.0
Vanessa Lachey,25,3,Percent,23.0,9.4%,0.0%-100.0%,10.55,3.0,0.1107144851928751,0.0,6.789687176933512e-07,0.0020129084587097,0.0428213626146316,0.4150370061397552,Safe,10.55,3.0
Sasha Pieterse,25,4,Percent,24.0,8.9%,0.0%-99.6%,8.47,4.0,0.1175095342681743,2.1405099687399343e-05,0.0,0.0037952661514282,0.0397256910800933,0.4408322274684906,Safe,8.47,4.0
Frankie Muniz,25,4,Percent,24.0,8.9%,0.0%-99.6%,8.47,4.0,0.1175095342681743,2.1405099687399343e-05,0.0,0.0037952661514282,0.0397256910800933,0.4408322274684906,Safe,8.47,4.0
Jordan Fisher,25,4,Percent,29.0,10.7%,0.0%-99.6%,16.09,1.0,0.1175095342681743,2.1405099687399343e-05,0.0,0.0037952661514282,0.0397256910800933,0.4408322274684906,Safe,16.09,1.0
Derek Fisher,25,4,Percent,23.0,8.5%,0.0%-9.7%,6.02,8.0,0.1175095342681743,2.1405099687399343e-05,0.0,0.0037952661514282,0.0397256910800933,0.4408322274684906,Eliminated (Place 11),6.02,8.0
Nikki Bella,25,4,Percent,24.0,8.9%,0.0%-99.6%,8.1,5.0,0.1175095342681743,2.1405099687399343e-05,0.0,0.0037952661514282,0.0397256910800933,0.4408322274684906,Safe,8.1,5.0
Terrell Owens,25,4,Percent,24.0,8.9%,0.0%-99.6%,8.1,5.0,0.1175095342681743,2.1405099687399343e-05,0.0,0.0037952661514282,0.0397256910800933,0.4408322274684906,Safe,8.1,5.0
Victoria Arlen,25,4,Percent,27.0,10.0%,0.0%-99.6%,12.96,2.0,0.1175095342681743,2.1405099687399343e-05,0.0,0.0037952661514282,0.0397256910800933,0.4408322274684906,Safe,12.96,2.0
Lindsey Stirling,25,4,Percent,26.0,9.6%,0.0%-99.6%,11.37,3.0,0.1175095342681743,2.1405099687399343e-05,0.0,0.0037952661514282,0.0397256910800933,0.4408322274684906,Safe,11.37,3.0
Nick Lachey,25,4,Percent,22.0,8.1%,0.4%-100.0%,4.93,9.0,0.1175095342681743,2.1405099687399343e-05,0.0,0.0037952661514282,0.0397256910800933,0.4408322274684906,Safe,4.93,9.0
Drew Scott,25,4,Percent,24.0,8.9%,0.0%-99.6%,7.83,6.0,0.1175095342681743,2.1405099687399343e-05,0.0,0.0037952661514282,0.0397256910800933,0.4408322274684906,Safe,7.83,6.0
Vanessa Lachey,25,4,Percent,24.0,8.9%,0.0%-99.6%,7.64,7.0,0.1175095342681743,2.1405099687399343e-05,0.0,0.0037952661514282,0.0397256910800933,0.4408322274684906,Safe,7.64,7.0
Sasha Pieterse,25,5,Percent,24.0,9.2%,0.0%-10.8%,6.59,9.0,0.1012719452613964,6.544037751154974e-05,0.0,0.0030044913291931,0.0399724952876567,0.3452436327934265,Eliminated (Place 10),6.59,9.0
Frankie Muniz,25,5,Percent,29.0,11.1%,0.0%-99.2%,13.95,2.0,0.1012719452613964,6.544037751154974e-05,0.0,0.0030044913291931,0.0399724952876567,0.3452436327934265,Safe,13.95,2.0
Jordan Fisher,25,5,Percent,30.0,11.5%,0.0%-99.2%,15.34,1.0,0.1012719452613964,6.544037751154974e-05,0.0,0.0030044913291931,0.0399724952876567,0.3452436327934265,Safe,15.34,1.0
Nikki Bella,25,5,Percent,27.0,10.3%,0.0%-99.2%,11.04,5.0,0.1012719452613964,6.544037751154974e-05,0.0,0.0030044913291931,0.0399724952876567,0.3452436327934265,Safe,11.04,5.0
Terrell Owens,25,5,Percent,25.0,9.6%,0.0%-99.2%,8.45,7.0,0.1012719452613964,6.544037751154974e-05,0.0,0.0030044913291931,0.0399724952876567,0.3452436327934265,Safe,8.45,7.0
Victoria Arlen,25,5,Percent,27.0,10.3%,0.0%-99.2%,11.28,4.0,0.1012719452613964,6.544037751154974e-05,0.0,0.0030044913291931,0.0399724952876567,0.3452436327934265,Safe,11.28,4.0
Lindsey Stirling,25,5,Percent,28.0,10.7%,0.0%-99.2%,12.6,3.0,0.1012719452613964,6.544037751154974e-05,0.0,0.0030044913291931,0.0399724952876567,0.3452436327934265,Safe,12.6,3.0
Nick Lachey,25,5,Percent,22.0,8.4%,0.8%-100.0%,4.93,10.0,0.1012719452613964,6.544037751154974e-05,0.0,0.0030044913291931,0.0399724952876567,0.3452436327934265,Safe,4.93,10.0
Drew Scott,25,5,Percent,25.0,9.6%,0.0%-99.2%,8.68,6.0,0.1012719452613964,6.544037751154974e-05,0.0,0.0030044913291931,0.0399724952876567,0.3452436327934265,Safe,8.68,6.0
Vanessa Lachey,25,5,Percent,24.0,9.2%,0.0%-99.2%,7.17,8.0,0.1012719452613964,6.544037751154974e-05,0.0,0.0030044913291931,0.0399724952876567,0.3452436327934265,Safe,7.17,8.0
Frankie Muniz,25,6,Percent,31.0,10.1%,0.0%-100.0%,8.6,7.0,0.0904346227645874,0.0,0.0,0.0014432668685913,0.0414645671844482,0.3205630779266357,Safe,8.6,7.0
Jordan Fisher,25,6,Percent,39.0,12.7%,0.0%-100.0%,15.19,2.0,0.0904346227645874,0.0,0.0,0.0014432668685913,0.0414645671844482,0.3205630779266357,Safe,15.19,2.0
Nikki Bella,25,6,Percent,36.0,11.8%,0.0%-100.0%,12.67,4.0,0.0904346227645874,0.0,0.0,0.0014432668685913,0.0414645671844482,0.3205630779266357,Safe,12.67,4.0
Terrell Owens,25,6,Percent,37.0,12.1%,0.0%-100.0%,13.6,3.0,0.0904346227645874,0.0,0.0,0.0014432668685913,0.0414645671844482,0.3205630779266357,Safe,13.6,3.0
Victoria Arlen,25,6,Percent,31.0,10.1%,0.0%-100.0%,8.92,6.0,0.0904346227645874,0.0,0.0,0.0014432668685913,0.0414645671844482,0.3205630779266357,Safe,8.92,6.0
Lindsey Stirling,25,6,Percent,40.0,13.1%,0.0%-100.0%,16.18,1.0,0.0904346227645874,0.0,0.0,0.0014432668685913,0.0414645671844482,0.3205630779266357,Safe,16.18,1.0
Nick Lachey,25,6,Percent,26.0,8.5%,0.0%-13.7%,4.82,9.0,0.0904346227645874,0.0,0.0,0.0014432668685913,0.0414645671844482,0.3205630779266357,Eliminated (Place 9),4.82,9.0
Drew Scott,25,6,Percent,30.0,9.8%,0.0%-100.0%,7.67,8.0,0.0904346227645874,0.0,0.0,0.0014432668685913,0.0414645671844482,0.3205630779266357,Safe,7.67,8.0
Vanessa Lachey,25,6,Percent,36.0,11.8%,0.0%-100.0%,12.35,5.0,0.0904346227645874,0.0,0.0,0.0014432668685913,0.0414645671844482,0.3205630779266357,Safe,12.35,5.0
Frankie Muniz,25,7,Percent,30.0,14.0%,0.0%-98.1%,18.18,1.0,0.0995475847739726,0.0001908282429212,0.0,0.0061756372451782,0.0281295776367187,0.3061397075653076,Safe,18.18,1.0
Jordan Fisher,25,7,Percent,27.0,12.6%,0.0%-98.1%,12.82,4.0,0.0995475847739726,0.0001908282429212,0.0,0.0061756372451782,0.0281295776367187,0.3061397075653076,Safe,12.82,4.0
Nikki Bella,25,7,Percent,24.0,11.2%,0.0%-15.6%,7.26,8.0,0.0995475847739726,0.0001908282429212,0.0,0.0061756372451782,0.0281295776367187,0.3061397075653076,Eliminated (Place 8),7.26,8.0
Terrell Owens,25,7,Percent,24.5,11.4%,1.2%-99.3%,8.75,7.0,0.0995475847739726,0.0001908282429212,0.0,0.0061756372451782,0.0281295776367187,0.3061397075653076,Safe,8.75,7.0
Victoria Arlen,25,7,Percent,28.5,13.3%,0.0%-98.1%,15.62,2.0,0.0995475847739726,0.0001908282429212,0.0,0.0061756372451782,0.0281295776367187,0.3061397075653076,Safe,15.62,2.0
Lindsey Stirling,25,7,Percent,25.5,11.9%,0.7%-98.8%,10.29,6.0,0.0995475847739726,0.0001908282429212,0.0,0.0061756372451782,0.0281295776367187,0.3061397075653076,Safe,10.29,6.0
Drew Scott,25,7,Percent,28.5,13.3%,0.0%-98.1%,15.26,3.0,0.0995475847739726,0.0001908282429212,0.0,0.0061756372451782,0.0281295776367187,0.3061397075653076,Safe,15.26,3.0
Vanessa Lachey,25,7,Percent,27.0,12.6%,0.0%-14.4%,11.82,5.0,0.0995475847739726,0.0001908282429212,0.0,0.0061756372451782,0.0281295776367187,0.3061397075653076,Eliminated (Place 7),11.82,5.0
Frankie Muniz,25,8,Percent,26.5,16.9%,0.0%-97.8%,17.45,3.0,0.1020881954580545,0.0002914569340646,0.0,0.0127589702606201,0.0192776750773191,0.272230327129364,Safe,17.45,3.0
Jordan Fisher,25,8,Percent,30.0,19.2%,0.0%-97.8%,24.41,1.0,0.1020881954580545,0.0002914569340646,0.0,0.0127589702606201,0.0192776750773191,0.272230327129364,Safe,24.41,1.0
Terrell Owens,25,8,Percent,25.5,16.3%,0.0%-17.0%,14.09,4.0,0.1020881954580545,0.0002914569340646,0.0,0.0127589702606201,0.0192776750773191,0.272230327129364,Eliminated (Place 6),14.09,4.0
Victoria Arlen,25,8,Percent,24.0,15.3%,1.0%-98.7%,13.1,5.0,0.1020881954580545,0.0002914569340646,0.0,0.0127589702606201,0.0192776750773191,0.272230327129364,Safe,13.1,5.0
Lindsey Stirling,25,8,Percent,27.0,17.3%,0.0%-97.8%,18.85,2.0,0.1020881954580545,0.0002914569340646,0.0,0.0127589702606201,0.0192776750773191,0.272230327129364,Safe,18.85,2.0
Drew Scott,25,8,Percent,23.5,15.0%,1.3%-99.0%,12.09,6.0,0.1020881954580545,0.0002914569340646,0.0,0.0127589702606201,0.0192776750773191,0.272230327129364,Safe,12.09,6.0
Frankie Muniz,25,9,Percent,25.5,18.9%,1.9%-97.0%,19.22,4.0,0.1992552066221833,0.0008227872895076,0.0,0.0041543245315551,0.0008177394047379,0.643936276435852,Safe,19.22,4.0
Jordan Fisher,25,9,Percent,29.0,21.5%,0.0%-95.2%,21.16,1.0,0.1992552066221833,0.0008227872895076,0.0,0.0041543245315551,0.0008177394047379,0.643936276435852,Safe,21.16,1.0
Victoria Arlen,25,9,Percent,28.0,20.7%,0.0%-19.3%,20.35,3.0,0.1992552066221833,0.0008227872895076,0.0,0.0041543245315551,0.0008177394047379,0.643936276435852,Eliminated (Place 5),20.35,3.0
Lindsey Stirling,25,9,Percent,28.5,21.1%,0.0%-95.2%,20.84,2.0,0.1992552066221833,0.0008227872895076,0.0,0.0041543245315551,0.0008177394047379,0.643936276435852,Safe,20.84,2.0
Drew Scott,25,9,Percent,24.0,17.8%,3.0%-98.1%,18.42,5.0,0.1992552066221833,0.0008227872895076,0.0,0.0041543245315551,0.0008177394047379,0.643936276435852,Safe,18.42,5.0
Frankie Muniz,25,10,Percent,38.8887,24.9%,0.0%-50.4%,23.55,2.0,0.0544213555753231,0.0,0.0,0.0002192258834838,0.0186779387295246,0.2149768322706222,Eliminated (Place 3),23.55,2.0
Jordan Fisher,25,10,Percent,40.0,25.6%,24.4%-100.0%,30.4,1.0,0.0544213555753231,0.0,0.0,0.0002192258834838,0.0186779387295246,0.2149768322706222,Safe,30.4,1.0
Lindsey Stirling,25,10,Percent,40.0,25.6%,0.0%-50.0%,30.4,1.0,0.0544213555753231,0.0,0.0,0.0002192258834838,0.0186779387295246,0.2149768322706222,Eliminated (Place 2),30.4,1.0
Drew Scott,25,10,Percent,37.5,24.0%,0.0%-50.8%,15.65,3.0,0.0544213555753231,0.0,0.0,0.0002192258834838,0.0186779387295246,0.2149768322706222,Eliminated (Place 4),15.65,3.0
Jamie Anderson,26,1,Percent,19.0,9.0%,0.0%-12.2%,7.11,5.0,0.1025328386342152,6.50033398414962e-05,0.0,0.0014129281044006,0.0384534671902656,0.3642378151416778,Eliminated (Place 10),7.11,5.0
Johnny Damon,26,1,Percent,18.0,8.6%,0.0%-12.6%,5.97,6.0,0.1025328386342152,6.50033398414962e-05,0.0,0.0014129281044006,0.0384534671902656,0.3642378151416778,Eliminated (Place 9),5.97,6.0
Kareem Abdul-Jabbar,26,1,Percent,17.0,8.1%,1.0%-100.0%,5.12,7.0,0.1025328386342152,6.50033398414962e-05,0.0,0.0014129281044006,0.0384534671902656,0.3642378151416778,Safe,5.12,7.0
Arike Ogunbowale,26,1,Percent,20.0,9.5%,0.0%-99.0%,8.61,4.0,0.1025328386342152,6.50033398414962e-05,0.0,0.0014129281044006,0.0384534671902656,0.3642378151416778,Safe,8.61,4.0
Jennie Finch Daigle,26,1,Percent,21.0,10.0%,0.0%-99.0%,9.98,3.0,0.1025328386342152,6.50033398414962e-05,0.0,0.0014129281044006,0.0384534671902656,0.3642378151416778,Safe,9.98,3.0
Chris Mazdzer,26,1,Percent,21.0,10.0%,0.0%-99.0%,9.98,3.0,0.1025328386342152,6.50033398414962e-05,0.0,0.0014129281044006,0.0384534671902656,0.3642378151416778,Safe,9.98,3.0
Mirai Nagasu,26,1,Percent,23.0,11.0%,0.0%-99.0%,12.54,2.0,0.1025328386342152,6.50033398414962e-05,0.0,0.0014129281044006,0.0384534671902656,0.3642378151416778,Safe,12.54,2.0
Tonya Harding,26,1,Percent,23.0,11.0%,0.0%-99.0%,12.54,2.0,0.1025328386342152,6.50033398414962e-05,0.0,0.0014129281044006,0.0384534671902656,0.3642378151416778,Safe,12.54,2.0
Josh Norman,26,1,Percent,24.0,11.4%,0.0%-99.0%,14.07,1.0,0.1025328386342152,6.50033398414962e-05,0.0,0.0014129281044006,0.0384534671902656,0.3642378151416778,Safe,14.07,1.0
Adam Rippon,26,1,Percent,24.0,11.4%,0.0%-99.0%,14.07,1.0,0.1025328386342152,6.50033398414962e-05,0.0,0.0014129281044006,0.0384534671902656,0.3642378151416778,Safe,14.07,1.0
Kareem Abdul-Jabbar,26,2,Percent,29.5,11.0%,0.0%-15.7%,8.19,7.0,0.1252600342035293,0.0003468615468591,0.0,0.0065321326255798,0.0162764750421047,0.4060654640197754,Eliminated (Place 8),8.19,7.0
Arike Ogunbowale,26,2,Percent,35.0,13.1%,0.0%-13.9%,13.42,3.0,0.1252600342035293,0.0003468615468591,0.0,0.0065321326255798,0.0162764750421047,0.4060654640197754,Eliminated (Place 7),13.42,3.0
Jennie Finch Daigle,26,2,Percent,31.5,11.8%,1.3%-97.2%,10.5,6.0,0.1252600342035293,0.0003468615468591,0.0,0.0065321326255798,0.0162764750421047,0.4060654640197754,Safe,10.5,6.0
Chris Mazdzer,26,2,Percent,33.0,12.3%,0.7%-96.6%,12.22,4.0,0.1252600342035293,0.0003468615468591,0.0,0.0065321326255798,0.0162764750421047,0.4060654640197754,Safe,12.22,4.0
Mirai Nagasu,26,2,Percent,37.0,13.8%,0.0%-95.9%,16.5,1.0,0.1252600342035293,0.0003468615468591,0.0,0.0065321326255798,0.0162764750421047,0.4060654640197754,Safe,16.5,1.0
Tonya Harding,26,2,Percent,33.0,12.3%,0.7%-96.6%,12.22,4.0,0.1252600342035293,0.0003468615468591,0.0,0.0065321326255798,0.0162764750421047,0.4060654640197754,Safe,12.22,4.0
Josh Norman,26,2,Percent,31.5,11.8%,1.3%-97.2%,10.71,5.0,0.1252600342035293,0.0003468615468591,0.0,0.0065321326255798,0.0162764750421047,0.4060654640197754,Safe,10.71,5.0
Adam Rippon,26,2,Percent,37.0,13.8%,0.0%-95.9%,16.26,2.0,0.1252600342035293,0.0003468615468591,0.0,0.0065321326255798,0.0162764750421047,0.4060654640197754,Safe,16.26,2.0
Jennie Finch Daigle,26,3,Percent,29.0,13.7%,0.0%-28.2%,8.39,5.0,0.0611518062651157,0.0,0.0,0.000527024269104,0.0333227179944515,0.2031557559967041,Eliminated (Place 6),8.39,5.0
Chris Mazdzer,26,3,Percent,33.0,15.6%,0.0%-26.8%,13.34,4.0,0.0611518062651157,0.0,0.0,0.000527024269104,0.0333227179944515,0.2031557559967041,Eliminated (Place 5),13.34,4.0
Mirai Nagasu,26,3,Percent,35.0,16.6%,0.0%-26.1%,16.47,3.0,0.0611518062651157,0.0,0.0,0.000527024269104,0.0333227179944515,0.2031557559967041,Eliminated (Place 4),16.47,3.0
Tonya Harding,26,3,Percent,35.0,16.6%,0.0%-100.0%,16.47,3.0,0.0611518062651157,0.0,0.0,0.000527024269104,0.0333227179944515,0.2031557559967041,Safe,16.47,3.0
Josh Norman,26,3,Percent,38.0,18.0%,0.0%-100.0%,20.63,2.0,0.0611518062651157,0.0,0.0,0.000527024269104,0.0333227179944515,0.2031557559967041,Safe,20.63,2.0
Adam Rippon,26,3,Percent,41.0,19.4%,0.0%-100.0%,24.71,1.0,0.0611518062651157,0.0,0.0,0.000527024269104,0.0333227179944515,0.2031557559967041,Safe,24.71,1.0
Tonya Harding,26,4,Percent,28.0,32.7%,0.0%-50.6%,23.69,3.0,0.0140322420746088,0.0,0.0,3.6954879760742175e-06,0.0143284872174263,0.0271572712808847,Eliminated (Place 3),23.69,3.0
Josh Norman,26,4,Percent,28.5,33.3%,0.0%-50.3%,33.3,2.0,0.0140322420746088,0.0,0.0,3.6954879760742175e-06,0.0143284872174263,0.0271572712808847,Eliminated (Place 2),33.3,2.0
Adam Rippon,26,4,Percent,29.0,33.9%,32.7%-100.0%,43.01,1.0,0.0140322420746088,0.0,0.0,3.6954879760742175e-06,0.0143284872174263,0.0271572712808847,Safe,43.01,1.0
Juan Pablo Di Pace,27,1,Percent,22.0,8.6%,0.0%-98.6%,9.8,4.0,0.1302371156401932,0.0001100591907743,0.0,0.0037427544593811,0.0356278792023658,0.4815644919872284,Safe,9.8,4.0
Evanna Lynch,27,1,Percent,18.0,7.1%,0.0%-98.6%,6.17,10.0,0.1302371156401932,0.0001100591907743,0.0,0.0037427544593811,0.0356278792023658,0.4815644919872284,Safe,6.17,10.0
Nancy McKeon,27,1,Percent,19.5,7.6%,0.0%-98.6%,7.5,8.0,0.1302371156401932,0.0001100591907743,0.0,0.0037427544593811,0.0356278792023658,0.4815644919872284,Safe,7.5,8.0
John Schneider,27,1,Percent,18.0,7.1%,0.0%-98.6%,6.08,11.0,0.1302371156401932,0.0001100591907743,0.0,0.0037427544593811,0.0356278792023658,0.4815644919872284,Safe,6.08,11.0
Milo Manheim,27,1,Percent,20.0,7.8%,0.0%-98.6%,8.16,5.0,0.1302371156401932,0.0001100591907743,0.0,0.0037427544593811,0.0356278792023658,0.4815644919872284,Safe,8.16,5.0
