CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Loss_Diversity,Status,Percent_Predict,Rank_predict
Apolo Anton Ohno,4,2,Percent,26.0,10.6%,0.0%-98.4%,13.18,2.0,0.11807830077596,0.0001211192138725,0.0,0.0048814415931701,0.0360673069953918,0.4093346893787384,Safe,13.18,2.0
Shandi Finnessey,4,2,Percent,20.0,8.2%,0.4%-98.8%,6.47,10.0,0.11807830077596,0.0001211192138725,0.0,0.0048814415931701,0.0360673069953918,0.4093346893787384,Safe,6.47,10.0
Paulina Porizkova,4,2,Percent,21.0,8.6%,0.0%-9.6%,6.95,9.0,0.11807830077596,0.0001211192138725,0.0,0.0048814415931701,0.0360673069953918,0.4093346893787384,Eliminated (Place 11),6.95,9.0
Heather Mills,4,2,Percent,24.0,9.8%,0.0%-98.4%,10.94,4.0,0.11807830077596,0.0001211192138725,0.0,0.0048814415931701,0.0360673069953918,0.4093346893787384,Safe,10.94,4.0
Billy Ray Cyrus,4,2,Percent,21.0,8.6%,0.0%-98.4%,7.75,7.0,0.11807830077596,0.0001211192138725,0.0,0.0048814415931701,0.0360673069953918,0.4093346893787384,Safe,7.75,7.0
Joey Fatone,4,2,Percent,24.0,9.8%,0.0%-98.4%,11.12,3.0,0.11807830077596,0.0001211192138725,0.0,0.0048814415931701,0.0360673069953918,0.4093346893787384,Safe,11.12,3.0
Leeza Gibbons,4,2,Percent,21.0,8.6%,0.0%-98.4%,7.91,6.0,0.11807830077596,0.0001211192138725,0.0,0.0048814415931701,0.0360673069953918,0.4093346893787384,Safe,7.91,6.0
John Ratzenberger,4,3,Percent,20.0,9.2%,0.5%-97.7%,8.36,8.0,0.1494165224954486,0.0003433096571825,0.0,0.0075523853302001,0.0171575993299484,0.5205240249633789,Safe,8.36,8.0
Ian Ziering,4,3,Percent,24.0,11.0%,0.0%-97.2%,12.0,2.0,0.1494165224954486,0.0003433096571825,0.0,0.0075523853302001,0.0171575993299484,0.5205240249633789,Safe,12.0,2.0
Clyde Drexler,4,3,Percent,16.0,7.3%,2.3%-99.5%,5.54,9.0,0.1494165224954486,0.0003433096571825,0.0,0.0075523853302001,0.0171575993299484,0.5205240249633789,Safe,5.54,9.0
Laila Ali,4,3,Percent,21.0,9.6%,0.0%-97.2%,9.26,6.0,0.1494165224954486,0.0003433096571825,0.0,0.0075523853302001,0.0171575993299484,0.5205240249633789,Safe,9.26,6.0
Apolo Anton Ohno,4,3,Percent,23.0,10.6%,0.0%-97.2%,10.94,4.0,0.1494165224954486,0.0003433096571825,0.0,0.0075523853302001,0.0171575993299484,0.5205240249633789,Safe,10.94,4.0
Shandi Finnessey,4,3,Percent,21.0,9.6%,0.0%-10.4%,8.74,7.0,0.1494165224954486,0.0003433096571825,0.0,0.0075523853302001,0.0171575993299484,0.5205240249633789,Eliminated (Place 10),8.74,7.0
Heather Mills,4,3,Percent,24.0,11.0%,0.0%-97.2%,12.11,1.0,0.1494165224954486,0.0003433096571825,0.0,0.0075523853302001,0.0171575993299484,0.5205240249633789,Safe,12.11,1.0
Billy Ray Cyrus,4,3,Percent,21.0,9.6%,0.0%-97.2%,9.37,5.0,0.1494165224954486,0.0003433096571825,0.0,0.0075523853302001,0.0171575993299484,0.5205240249633789,Safe,9.37,5.0
Joey Fatone,4,3,Percent,24.0,11.0%,0.0%-97.2%,11.84,3.0,0.1494165224954486,0.0003433096571825,0.0,0.0075523853302001,0.0171575993299484,0.5205240249633789,Safe,11.84,3.0
Leeza Gibbons,4,3,Percent,24.0,11.0%,0.0%-97.2%,11.84,3.0,0.1494165224954486,0.0003433096571825,0.0,0.0075523853302001,0.0171575993299484,0.5205240249633789,Safe,11.84,3.0
John Ratzenberger,4,4,Percent,16.0,8.4%,0.0%-99.5%,7.16,7.0,0.0895581741147907,1.4823382116446736e-05,0.0,0.0012080073356628,0.0415626093745231,0.3111336529254913,Safe,7.16,7.0
Ian Ziering,4,4,Percent,24.0,12.6%,0.0%-99.5%,13.57,3.0,0.0895581741147907,1.4823382116446736e-05,0.0,0.0012080073356628,0.0415626093745231,0.3111336529254913,Safe,13.57,3.0
Clyde Drexler,4,4,Percent,15.0,7.9%,0.5%-100.0%,6.07,9.0,0.0895581741147907,1.4823382116446736e-05,0.0,0.0012080073356628,0.0415626093745231,0.3111336529254913,Safe,6.07,9.0
Laila Ali,4,4,Percent,21.0,11.1%,0.0%-99.5%,11.02,5.0,0.0895581741147907,1.4823382116446736e-05,0.0,0.0012080073356628,0.0415626093745231,0.3111336529254913,Safe,11.02,5.0
Apolo Anton Ohno,4,4,Percent,26.0,13.7%,0.0%-99.5%,15.33,2.0,0.0895581741147907,1.4823382116446736e-05,0.0,0.0012080073356628,0.0415626093745231,0.3111336529254913,Safe,15.33,2.0
Heather Mills,4,4,Percent,23.0,12.1%,0.0%-99.5%,12.61,4.0,0.0895581741147907,1.4823382116446736e-05,0.0,0.0012080073356628,0.0415626093745231,0.3111336529254913,Safe,12.61,4.0
Billy Ray Cyrus,4,4,Percent,21.0,11.1%,0.0%-99.5%,10.68,6.0,0.0895581741147907,1.4823382116446736e-05,0.0,0.0012080073356628,0.0415626093745231,0.3111336529254913,Safe,10.68,6.0
Joey Fatone,4,4,Percent,28.0,14.7%,0.0%-99.5%,16.92,1.0,0.0895581741147907,1.4823382116446736e-05,0.0,0.0012080073356628,0.0415626093745231,0.3111336529254913,Safe,16.92,1.0
Leeza Gibbons,4,4,Percent,16.0,8.4%,0.0%-13.8%,6.64,8.0,0.0895581741147907,1.4823382116446736e-05,0.0,0.0012080073356628,0.0415626093745231,0.3111336529254913,Eliminated (Place 9),6.64,8.0
John Ratzenberger,4,5,Percent,18.0,10.2%,0.0%-100.0%,9.55,6.0,0.0763041138648986,0.0,0.0,0.000438630580902,0.0416562259197235,0.2543587386608124,Safe,9.55,6.0
Ian Ziering,4,5,Percent,24.0,13.6%,0.0%-100.0%,13.82,4.0,0.0763041138648986,0.0,0.0,0.000438630580902,0.0416562259197235,0.2543587386608124,Safe,13.82,4.0
Clyde Drexler,4,5,Percent,13.0,7.4%,0.0%-17.6%,5.77,8.0,0.0763041138648986,0.0,0.0,0.000438630580902,0.0416562259197235,0.2543587386608124,Eliminated (Place 8),5.77,8.0
Laila Ali,4,5,Percent,28.0,15.9%,0.0%-100.0%,17.05,2.0,0.0763041138648986,0.0,0.0,0.000438630580902,0.0416562259197235,0.2543587386608124,Safe,17.05,2.0
Apolo Anton Ohno,4,5,Percent,30.0,17.0%,0.0%-100.0%,18.74,1.0,0.0763041138648986,0.0,0.0,0.000438630580902,0.0416562259197235,0.2543587386608124,Safe,18.74,1.0
Heather Mills,4,5,Percent,21.0,11.9%,0.0%-100.0%,11.68,5.0,0.0763041138648986,0.0,0.0,0.000438630580902,0.0416562259197235,0.2543587386608124,Safe,11.68,5.0
Billy Ray Cyrus,4,5,Percent,17.0,9.7%,0.0%-100.0%,8.53,7.0,0.0763041138648986,0.0,0.0,0.000438630580902,0.0416562259197235,0.2543587386608124,Safe,8.53,7.0
Joey Fatone,4,5,Percent,25.0,14.2%,0.0%-100.0%,14.85,3.0,0.0763041138648986,0.0,0.0,0.000438630580902,0.0416562259197235,0.2543587386608124,Safe,14.85,3.0
John Ratzenberger,4,6,Percent,19.0,11.2%,2.4%-98.8%,9.57,6.0,0.1234740141779184,0.0004026208771392,0.0,0.0130653381347656,0.0189052335917949,0.334279328584671,Safe,9.57,6.0
Ian Ziering,4,6,Percent,24.0,14.1%,0.0%-96.5%,14.04,3.0,0.1234740141779184,0.0004026208771392,0.0,0.0130653381347656,0.0189052335917949,0.334279328584671,Safe,14.04,3.0
Laila Ali,4,6,Percent,28.0,16.5%,0.0%-96.5%,18.29,1.0,0.1234740141779184,0.0004026208771392,0.0,0.0130653381347656,0.0189052335917949,0.334279328584671,Safe,18.29,1.0
Apolo Anton Ohno,4,6,Percent,28.0,16.5%,0.0%-96.5%,18.29,1.0,0.1234740141779184,0.0004026208771392,0.0,0.0130653381347656,0.0189052335917949,0.334279328584671,Safe,18.29,1.0
Heather Mills,4,6,Percent,23.0,13.5%,0.0%-15.0%,11.78,4.0,0.1234740141779184,0.0004026208771392,0.0,0.0130653381347656,0.0189052335917949,0.334279328584671,Eliminated (Place 7),11.78,4.0
Billy Ray Cyrus,4,6,Percent,21.0,12.4%,1.2%-97.6%,11.14,5.0,0.1234740141779184,0.0004026208771392,0.0,0.0130653381347656,0.0189052335917949,0.334279328584671,Safe,11.14,5.0
Joey Fatone,4,6,Percent,27.0,15.9%,0.0%-96.5%,16.89,2.0,0.1234740141779184,0.0004026208771392,0.0,0.0130653381347656,0.0189052335917949,0.334279328584671,Safe,16.89,2.0
John Ratzenberger,4,7,Percent,22.5,14.6%,0.0%-18.8%,12.01,5.0,0.1080009817145764,0.0003046639903914,0.0,0.0148466229438781,0.0216947309672832,0.2788220047950744,Eliminated (Place 6),12.01,5.0
Ian Ziering,4,7,Percent,27.0,17.5%,0.0%-97.7%,17.46,4.0,0.1080009817145764,0.0003046639903914,0.0,0.0148466229438781,0.0216947309672832,0.2788220047950744,Safe,17.46,4.0
Laila Ali,4,7,Percent,29.5,19.1%,0.0%-97.7%,20.7,2.0,0.1080009817145764,0.0003046639903914,0.0,0.0148466229438781,0.0216947309672832,0.2788220047950744,Safe,20.7,2.0
Apolo Anton Ohno,4,7,Percent,27.0,17.5%,0.0%-97.7%,18.1,3.0,0.1080009817145764,0.0003046639903914,0.0,0.0148466229438781,0.0216947309672832,0.2788220047950744,Safe,18.1,3.0
Billy Ray Cyrus,4,7,Percent,19.0,12.3%,2.3%-100.0%,10.37,6.0,0.1080009817145764,0.0003046639903914,0.0,0.0148466229438781,0.0216947309672832,0.2788220047950744,Safe,10.37,6.0
Joey Fatone,4,7,Percent,29.5,19.1%,0.0%-97.7%,21.36,1.0,0.1080009817145764,0.0003046639903914,0.0,0.0148466229438781,0.0216947309672832,0.2788220047950744,Safe,21.36,1.0
Ian Ziering,4,8,Percent,23.5,18.7%,0.0%-100.0%,17.08,4.0,0.0504704587161541,0.0,0.0,0.0020491480827331,0.0311436988413333,0.1486754566431045,Safe,17.08,4.0
Laila Ali,4,8,Percent,26.5,21.1%,0.0%-100.0%,21.76,3.0,0.0504704587161541,0.0,0.0,0.0020491480827331,0.0311436988413333,0.1486754566431045,Safe,21.76,3.0
Apolo Anton Ohno,4,8,Percent,29.0,23.1%,0.0%-100.0%,27.0,1.0,0.0504704587161541,0.0,0.0,0.0020491480827331,0.0311436988413333,0.1486754566431045,Safe,27.0,1.0
Billy Ray Cyrus,4,8,Percent,19.0,15.1%,0.0%-24.9%,10.08,5.0,0.0504704587161541,0.0,0.0,0.0020491480827331,0.0311436988413333,0.1486754566431045,Eliminated (Place 5),10.08,5.0
Joey Fatone,4,8,Percent,27.5,21.9%,0.0%-100.0%,24.08,2.0,0.0504704587161541,0.0,0.0,0.0020491480827331,0.0311436988413333,0.1486754566431045,Safe,24.08,2.0
Ian Ziering,4,9,Percent,29.0,24.5%,0.0%-25.5%,15.9,3.0,0.0535090263932943,0.0,0.0,5.835294723510742e-05,0.0183421615511178,0.2122268825769424,Eliminated (Place 4),15.9,3.0
Laila Ali,4,9,Percent,30.0,25.3%,0.0%-100.0%,30.52,1.0,0.0535090263932943,0.0,0.0,5.835294723510742e-05,0.0183421615511178,0.2122268825769424,Safe,30.52,1.0
Apolo Anton Ohno,4,9,Percent,29.5,24.9%,0.0%-100.0%,23.06,2.0,0.0535090263932943,0.0,0.0,5.835294723510742e-05,0.0183421615511178,0.2122268825769424,Safe,23.06,2.0
Joey Fatone,4,9,Percent,30.0,25.3%,0.0%-100.0%,30.52,1.0,0.0535090263932943,0.0,0.0,5.835294723510742e-05,0.0183421615511178,0.2122268825769424,Safe,30.52,1.0
Laila Ali,4,10,Percent,28.3332,32.8%,0.0%-50.6%,24.14,3.0,0.0164305811747908,0.0,0.0,0.0004349946975708,0.0153129296377301,0.0340391434729099,Eliminated (Place 3),24.14,3.0
Apolo Anton Ohno,4,10,Percent,29.3332,34.0%,32.7%-100.0%,44.43,1.0,0.0164305811747908,0.0,0.0,0.0004349946975708,0.0153129296377301,0.0340391434729099,Safe,44.43,1.0
Joey Fatone,4,10,Percent,28.6665,33.2%,0.0%-50.4%,31.43,2.0,0.0164305811747908,0.0,0.0,0.0004349946975708,0.0153129296377301,0.0340391434729099,Eliminated (Place 2),31.43,2.0
Cameron Mathison,5,1,Percent,21.0,8.2%,0.0%-100.0%,8.19,5.0,0.1130610540509224,0.0,0.0,0.0013762116432189,0.0430362746119499,0.4293153882026672,Safe,8.19,5.0
Jane Seymour,5,1,Percent,24.0,9.3%,0.0%-100.0%,10.69,4.0,0.1130610540509224,0.0,0.0,0.0013762116432189,0.0430362746119499,0.4293153882026672,Safe,10.69,4.0
Sabrina Bryan,5,1,Percent,26.0,10.1%,0.0%-100.0%,12.76,1.0,0.1130610540509224,0.0,0.0,0.0013762116432189,0.0430362746119499,0.4293153882026672,Safe,12.76,1.0
Jennie Garth,5,1,Percent,21.0,8.2%,0.0%-100.0%,8.05,6.0,0.1130610540509224,0.0,0.0,0.0013762116432189,0.0430362746119499,0.4293153882026672,Safe,8.05,6.0
Floyd Mayweather Jr. ,5,1,Percent,18.0,7.0%,0.0%-100.0%,5.05,10.0,0.1130610540509224,0.0,0.0,0.0013762116432189,0.0430362746119499,0.4293153882026672,Safe,5.05,10.0
Josie Maran,5,1,Percent,16.0,6.2%,0.0%-10.4%,3.35,11.0,0.1130610540509224,0.0,0.0,0.0013762116432189,0.0430362746119499,0.4293153882026672,Eliminated (Place 12),3.35,11.0
Albert Reed,5,1,Percent,21.0,8.2%,0.0%-100.0%,7.64,8.0,0.1130610540509224,0.0,0.0,0.0013762116432189,0.0430362746119499,0.4293153882026672,Safe,7.64,8.0
Helio Castroneves,5,1,Percent,25.0,9.7%,0.0%-100.0%,11.77,2.0,0.1130610540509224,0.0,0.0,0.0013762116432189,0.0430362746119499,0.4293153882026672,Safe,11.77,2.0
Mel B,5,1,Percent,24.0,9.3%,0.0%-100.0%,10.83,3.0,0.1130610540509224,0.0,0.0,0.0013762116432189,0.0430362746119499,0.4293153882026672,Safe,10.83,3.0
Wayne Newton,5,1,Percent,19.0,7.4%,0.0%-100.0%,5.96,9.0,0.1130610540509224,0.0,0.0,0.0013762116432189,0.0430362746119499,0.4293153882026672,Safe,5.96,9.0
Marie Osmond,5,1,Percent,21.0,8.2%,0.0%-100.0%,7.85,7.0,0.1130610540509224,0.0,0.0,0.0013762116432189,0.0430362746119499,0.4293153882026672,Safe,7.85,7.0
Mark Cuban,5,1,Percent,21.0,8.2%,0.0%-100.0%,7.85,7.0,0.1130610540509224,0.0,0.0,0.0013762116432189,0.0430362746119499,0.4293153882026672,Safe,7.85,7.0
Cameron Mathison,5,2,Percent,21.0,8.8%,0.0%-96.2%,8.76,5.0,0.1470100370235741,0.000343792286003,0.0,0.0091221928596496,0.0229464322328567,0.4830830097198486,Safe,8.76,5.0
Jane Seymour,5,2,Percent,21.0,8.8%,0.0%-96.2%,8.76,5.0,0.1470100370235741,0.000343792286003,0.0,0.0091221928596496,0.0229464322328567,0.4830830097198486,Safe,8.76,5.0
Sabrina Bryan,5,2,Percent,26.0,10.9%,0.0%-96.2%,12.19,2.0,0.1470100370235741,0.000343792286003,0.0,0.0091221928596496,0.0229464322328567,0.4830830097198486,Safe,12.19,2.0
Jennie Garth,5,2,Percent,21.0,8.8%,0.0%-96.2%,8.54,6.0,0.1470100370235741,0.000343792286003,0.0,0.0091221928596496,0.0229464322328567,0.4830830097198486,Safe,8.54,6.0
Floyd Mayweather Jr. ,5,2,Percent,21.0,8.8%,0.0%-96.2%,8.54,6.0,0.1470100370235741,0.000343792286003,0.0,0.0091221928596496,0.0229464322328567,0.4830830097198486,Safe,8.54,6.0
Albert Reed,5,2,Percent,21.0,8.8%,0.0%-9.4%,7.82,7.0,0.1470100370235741,0.000343792286003,0.0,0.0091221928596496,0.0229464322328567,0.4830830097198486,Eliminated (Place 11),7.82,7.0
Helio Castroneves,5,2,Percent,27.0,11.3%,0.0%-96.2%,12.83,1.0,0.1470100370235741,0.000343792286003,0.0,0.0091221928596496,0.0229464322328567,0.4830830097198486,Safe,12.83,1.0
Mel B,5,2,Percent,23.0,9.7%,0.0%-96.2%,10.09,4.0,0.1470100370235741,0.000343792286003,0.0,0.0091221928596496,0.0229464322328567,0.4830830097198486,Safe,10.09,4.0
Wayne Newton,5,2,Percent,15.0,6.3%,2.5%-98.7%,4.99,9.0,0.1470100370235741,0.000343792286003,0.0,0.0091221928596496,0.0229464322328567,0.4830830097198486,Safe,4.99,9.0
Marie Osmond,5,2,Percent,24.0,10.1%,0.0%-96.2%,10.79,3.0,0.1470100370235741,0.000343792286003,0.0,0.0091221928596496,0.0229464322328567,0.4830830097198486,Safe,10.79,3.0
Mark Cuban,5,2,Percent,18.0,7.6%,1.3%-97.5%,6.68,8.0,0.1470100370235741,0.000343792286003,0.0,0.0091221928596496,0.0229464322328567,0.4830830097198486,Safe,6.68,8.0
Cameron Mathison,5,3,Percent,23.0,9.6%,0.0%-100.0%,8.96,6.0,0.1019753582775592,0.0,0.0,0.0015767216682434,0.0413895361125469,0.3778245747089386,Safe,8.96,6.0
Jane Seymour,5,3,Percent,27.0,11.3%,0.0%-100.0%,13.38,1.0,0.1019753582775592,0.0,0.0,0.0015767216682434,0.0413895361125469,0.3778245747089386,Safe,13.38,1.0
Sabrina Bryan,5,3,Percent,27.0,11.3%,0.0%-100.0%,13.38,1.0,0.1019753582775592,0.0,0.0,0.0015767216682434,0.0413895361125469,0.3778245747089386,Safe,13.38,1.0
Jennie Garth,5,3,Percent,26.0,10.9%,0.0%-100.0%,12.02,3.0,0.1019753582775592,0.0,0.0,0.0015767216682434,0.0413895361125469,0.3778245747089386,Safe,12.02,3.0
Floyd Mayweather Jr. ,5,3,Percent,21.0,8.8%,0.0%-100.0%,7.12,7.0,0.1019753582775592,0.0,0.0,0.0015767216682434,0.0413895361125469,0.3778245747089386,Safe,7.12,7.0
Helio Castroneves,5,3,Percent,24.0,10.0%,0.0%-100.0%,9.99,5.0,0.1019753582775592,0.0,0.0,0.0015767216682434,0.0413895361125469,0.3778245747089386,Safe,9.99,5.0
Mel B,5,3,Percent,27.0,11.3%,0.0%-100.0%,13.04,2.0,0.1019753582775592,0.0,0.0,0.0015767216682434,0.0413895361125469,0.3778245747089386,Safe,13.04,2.0
Wayne Newton,5,3,Percent,18.0,7.5%,0.0%-12.5%,4.24,9.0,0.1019753582775592,0.0,0.0,0.0015767216682434,0.0413895361125469,0.3778245747089386,Eliminated (Place 10),4.24,9.0
Marie Osmond,5,3,Percent,26.0,10.9%,0.0%-100.0%,11.8,4.0,0.1019753582775592,0.0,0.0,0.0015767216682434,0.0413895361125469,0.3778245747089386,Safe,11.8,4.0
Mark Cuban,5,3,Percent,20.0,8.4%,0.0%-100.0%,6.08,8.0,0.1019753582775592,0.0,0.0,0.0015767216682434,0.0413895361125469,0.3778245747089386,Safe,6.08,8.0
Cameron Mathison,5,4,Percent,27.0,11.5%,0.0%-99.6%,12.69,3.0,0.1036386906111147,2.6942825570586137e-05,0.0,0.0034489035606384,0.0364181250333786,0.3809174299240112,Safe,12.69,3.0
Jane Seymour,5,4,Percent,26.0,11.1%,0.0%-99.6%,10.56,5.0,0.1036386906111147,2.6942825570586137e-05,0.0,0.0034489035606384,0.0364181250333786,0.3809174299240112,Safe,10.56,5.0
Sabrina Bryan,5,4,Percent,30.0,12.8%,0.0%-99.6%,17.22,1.0,0.1036386906111147,2.6942825570586137e-05,0.0,0.0034489035606384,0.0364181250333786,0.3809174299240112,Safe,17.22,1.0
Jennie Garth,5,4,Percent,27.0,11.5%,0.0%-99.6%,12.69,3.0,0.1036386906111147,2.6942825570586137e-05,0.0,0.0034489035606384,0.0364181250333786,0.3809174299240112,Safe,12.69,3.0
Floyd Mayweather Jr. ,5,4,Percent,23.0,9.8%,0.0%-12.4%,6.4,6.0,0.1036386906111147,2.6942825570586137e-05,0.0,0.0034489035606384,0.0364181250333786,0.3809174299240112,Eliminated (Place 9),6.4,6.0
Helio Castroneves,5,4,Percent,27.0,11.5%,0.0%-99.6%,13.11,2.0,0.1036386906111147,2.6942825570586137e-05,0.0,0.0034489035606384,0.0364181250333786,0.3809174299240112,Safe,13.11,2.0
Mel B,5,4,Percent,26.0,11.1%,0.0%-99.6%,10.99,4.0,0.1036386906111147,2.6942825570586137e-05,0.0,0.0034489035606384,0.0364181250333786,0.3809174299240112,Safe,10.99,4.0
Marie Osmond,5,4,Percent,26.0,11.1%,0.0%-99.6%,10.99,4.0,0.1036386906111147,2.6942825570586137e-05,0.0,0.0034489035606384,0.0364181250333786,0.3809174299240112,Safe,10.99,4.0
Mark Cuban,5,4,Percent,22.0,9.4%,0.4%-100.0%,5.36,7.0,0.1036386906111147,2.6942825570586137e-05,0.0,0.0034489035606384,0.0364181250333786,0.3809174299240112,Safe,5.36,7.0
Cameron Mathison,5,5,Percent,26.0,13.1%,0.0%-100.0%,14.13,3.0,0.0804381370544433,0.0,0.0,0.000398576259613,0.0394347608089447,0.2818935215473175,Safe,14.13,3.0
Jane Seymour,5,5,Percent,26.0,13.1%,0.0%-100.0%,14.13,3.0,0.0804381370544433,0.0,0.0,0.000398576259613,0.0394347608089447,0.2818935215473175,Safe,14.13,3.0
Sabrina Bryan,5,5,Percent,28.0,14.1%,0.0%-100.0%,16.99,2.0,0.0804381370544433,0.0,0.0,0.000398576259613,0.0394347608089447,0.2818935215473175,Safe,16.99,2.0
Jennie Garth,5,5,Percent,25.0,12.6%,0.0%-100.0%,12.41,4.0,0.0804381370544433,0.0,0.0,0.000398576259613,0.0394347608089447,0.2818935215473175,Safe,12.41,4.0
Helio Castroneves,5,5,Percent,23.0,11.6%,0.0%-100.0%,9.8,5.0,0.0804381370544433,0.0,0.0,0.000398576259613,0.0394347608089447,0.2818935215473175,Safe,9.8,5.0
Mel B,5,5,Percent,29.0,14.6%,0.0%-100.0%,18.61,1.0,0.0804381370544433,0.0,0.0,0.000398576259613,0.0394347608089447,0.2818935215473175,Safe,18.61,1.0
Marie Osmond,5,5,Percent,21.0,10.6%,0.0%-100.0%,6.97,6.0,0.0804381370544433,0.0,0.0,0.000398576259613,0.0394347608089447,0.2818935215473175,Safe,6.97,6.0
Mark Cuban,5,5,Percent,21.0,10.6%,0.0%-14.4%,6.97,6.0,0.0804381370544433,0.0,0.0,0.000398576259613,0.0394347608089447,0.2818935215473175,Eliminated (Place 8),6.97,6.0
Cameron Mathison,5,6,Percent,25.0,13.9%,0.0%-97.2%,13.43,4.0,0.1110668458975851,0.0003275089256931,0.0,0.013899803161621,0.0220683440566062,0.2886266112327575,Safe,13.43,4.0
Jane Seymour,5,6,Percent,22.0,12.2%,1.7%-98.9%,9.62,7.0,0.1110668458975851,0.0003275089256931,0.0,0.013899803161621,0.0220683440566062,0.2886266112327575,Safe,9.62,7.0
Sabrina Bryan,5,6,Percent,25.0,13.9%,0.0%-14.7%,11.84,5.0,0.1110668458975851,0.0003275089256931,0.0,0.013899803161621,0.0220683440566062,0.2886266112327575,Eliminated (Place 7),11.84,5.0
Jennie Garth,5,6,Percent,27.0,15.0%,0.0%-97.2%,16.1,3.0,0.1110668458975851,0.0003275089256931,0.0,0.013899803161621,0.0220683440566062,0.2886266112327575,Safe,16.1,3.0
Helio Castroneves,5,6,Percent,28.0,15.6%,0.0%-97.2%,17.68,2.0,0.1110668458975851,0.0003275089256931,0.0,0.013899803161621,0.0220683440566062,0.2886266112327575,Safe,17.68,2.0
Mel B,5,6,Percent,30.0,16.7%,0.0%-97.2%,20.52,1.0,0.1110668458975851,0.0003275089256931,0.0,0.013899803161621,0.0220683440566062,0.2886266112327575,Safe,20.52,1.0
Marie Osmond,5,6,Percent,23.0,12.8%,1.1%-98.3%,10.81,6.0,0.1110668458975851,0.0003275089256931,0.0,0.013899803161621,0.0220683440566062,0.2886266112327575,Safe,10.81,6.0
Cameron Mathison,5,7,Percent,25.5,16.3%,0.0%-100.0%,12.45,5.0,0.0572937197983264,0.0,0.0,0.0013616681098937,0.0350234024226665,0.1745900511741638,Safe,12.45,5.0
Jane Seymour,5,7,Percent,25.0,16.0%,0.0%-17.3%,8.53,6.0,0.0572937197983264,0.0,0.0,0.0013616681098937,0.0350234024226665,0.1745900511741638,Eliminated (Place 6),8.53,6.0
Jennie Garth,5,7,Percent,26.5,17.0%,0.0%-100.0%,20.84,2.0,0.0572937197983264,0.0,0.0,0.0013616681098937,0.0350234024226665,0.1745900511741638,Safe,20.84,2.0
Helio Castroneves,5,7,Percent,26.0,16.7%,0.0%-100.0%,16.15,4.0,0.0572937197983264,0.0,0.0,0.0013616681098937,0.0350234024226665,0.1745900511741638,Safe,16.15,4.0
Mel B,5,7,Percent,27.0,17.3%,0.0%-100.0%,24.94,1.0,0.0572937197983264,0.0,0.0,0.0013616681098937,0.0350234024226665,0.1745900511741638,Safe,24.94,1.0
Marie Osmond,5,7,Percent,26.0,16.7%,0.0%-100.0%,17.08,3.0,0.0572937197983264,0.0,0.0,0.0013616681098937,0.0350234024226665,0.1745900511741638,Safe,17.08,3.0
Cameron Mathison,5,8,Percent,25.5,19.4%,0.0%-20.6%,17.16,3.0,0.0849120534025132,0.0001967642165254,0.0,0.0034167766571044,0.0153197050094604,0.2828115820884704,Eliminated (Place 5),17.16,3.0
Jennie Garth,5,8,Percent,25.0,19.0%,0.4%-99.2%,16.6,4.0,0.0849120534025132,0.0001967642165254,0.0,0.0034167766571044,0.0153197050094604,0.2828115820884704,Safe,16.6,4.0
Helio Castroneves,5,8,Percent,28.5,21.7%,0.0%-98.9%,26.5,1.0,0.0849120534025132,0.0001967642165254,0.0,0.0034167766571044,0.0153197050094604,0.2828115820884704,Safe,26.5,1.0
Mel B,5,8,Percent,28.0,21.3%,0.0%-98.9%,24.48,2.0,0.0849120534025132,0.0001967642165254,0.0,0.0034167766571044,0.0153197050094604,0.2828115820884704,Safe,24.48,2.0
Marie Osmond,5,8,Percent,24.5,18.6%,0.8%-99.6%,15.27,5.0,0.0849120534025132,0.0001967642165254,0.0,0.0034167766571044,0.0153197050094604,0.2828115820884704,Safe,15.27,5.0
Jennie Garth,5,9,Percent,29.0,24.8%,0.0%-25.2%,23.47,2.0,0.1116902235895395,0.000381242018193,0.0,0.0085096359252929,0.0039381813257932,0.3515915870666504,Eliminated (Place 4),23.47,2.0
Helio Castroneves,5,9,Percent,30.0,25.6%,0.0%-99.1%,27.79,1.0,0.1116902235895395,0.000381242018193,0.0,0.0085096359252929,0.0039381813257932,0.3515915870666504,Safe,27.79,1.0
Mel B,5,9,Percent,30.0,25.6%,0.0%-99.1%,27.79,1.0,0.1116902235895395,0.000381242018193,0.0,0.0085096359252929,0.0039381813257932,0.3515915870666504,Safe,27.79,1.0
Marie Osmond,5,9,Percent,28.0,23.9%,0.9%-100.0%,20.95,3.0,0.1116902235895395,0.000381242018193,0.0,0.0085096359252929,0.0039381813257932,0.3515915870666504,Safe,20.95,3.0
Helio Castroneves,5,10,Percent,27.9999,35.3%,31.4%-100.0%,40.85,1.0,0.0559826955199241,0.0,0.0,0.0174680352210998,0.019936166703701,0.1327648013830185,Safe,40.85,1.0
Mel B,5,10,Percent,28.3332,35.7%,0.0%-49.8%,38.05,2.0,0.0559826955199241,0.0,0.0,0.0174680352210998,0.019936166703701,0.1327648013830185,Eliminated (Place 2),38.05,2.0
